"","Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"6066","MYO1C",6.33137337524897e-06,5.50916109397532,0.045,0,0.15714468717368
"6067","ZNF614",6.33619243465028e-06,-0.257499755247159,0.09,0.025,0.15726429622802
"6068","MGAT2",6.34454946379957e-06,-0.806869696772215,0.153,0.064,0.157471717691505
"6069","COPS2",6.37528106334113e-06,-0.556516994123346,0.101,0.032,0.158234475992127
"6070","FAM195A",6.39793483461844e-06,1.82749703241187,0.049,0.002,0.15879674259523
"6071","ZNF384",6.40232350558769e-06,-0.230044080242046,0.086,0.023,0.158905669408687
"6072","CADM1",6.45891499450511e-06,2.1230446645423,0.062,0.009,0.160310270163617
"6073","LOC102134848",6.47414209704691e-06,1.32970987962715,0.054,0.005,0.160688206848704
"6074","MRPL36",6.48484255524511e-06,1.33792834485109,0.058,0.007,0.160953792221184
"6075","LOC102140128",6.57217119848585e-06,4.60945034660766,0.049,0.002,0.163121289146419
"6076","RAB8B",6.60233553855616e-06,-0.723858563461836,0.34,0.181,0.163869968066964
"6077","LOC101925950",6.62726860043659e-06,5.95031855965265,0.045,0,0.164488806662836
"6078","PYROXD1",6.69108313681681e-06,1.95643213350292,0.049,0.002,0.166072683455793
"6079","BLZF1",6.72358095920878e-06,0.171459628365845,0.082,0.021,0.166879279407562
"6080","EXOSC9",6.75844307087113e-06,0.481961004705399,0.07,0.014,0.167744557019021
"6081","BCOR",6.84525027552568e-06,0.371307956264661,0.074,0.016,0.169899111838547
"6082","CHMP1A",6.85188223732521e-06,-0.617389686752589,0.123,0.046,0.170063717130412
"6083","FAM76A",6.87938539528967e-06,0.214995653045768,0.085,0.023,0.170746345511089
"6084","AKAP5",6.93032781825025e-06,1.10951050458758,0.058,0.007,0.172010736448971
"6085","NOCT",6.9369391597356e-06,6.0092562052643,0.044,0,0.172174829944638
"6086","LOC102146134",6.93693919656603e-06,6.61227075209626,0.044,0,0.172174830858769
"6087","PCMTD2",6.93693921498124e-06,5.59877410132609,0.044,0,0.172174831315834
"6088","HMGB2",6.98297224295463e-06,-0.319860403622736,0.105,0.034,0.173317371070134
"6089","NOL4L",6.98357339824672e-06,0.175604853589276,0.074,0.016,0.173332291744484
"6090","ZHX3",7.00830425323995e-06,1.89459550554866,0.049,0.002,0.173946111565416
"6091","SGSM3",7.0517505625853e-06,1.49843373139996,0.053,0.005,0.175024448963367
"6092","METTL22",7.07481740568715e-06,0.877553717393247,0.062,0.009,0.175596968009155
"6093","LOC102132794",7.08017233531666e-06,-0.260268393677105,0.07,0.014,0.175729877362559
"6094","ERF",7.11722152658777e-06,1.16448610062013,0.058,0.007,0.176649438289909
"6095","ZNF585A",7.15744998268333e-06,0.944973875965986,0.058,0.007,0.1776479085702
"6096","LTB4R",7.2120587143092e-06,-3.33400067056574,0.024,0.059,0.179003297289154
"6097","RNASEL",7.22147326144366e-06,-1.09303673788652,0.138,0.055,0.179236966349032
"6098","ATP8B4",7.26102448075941e-06,5.60538113010271,0.044,0,0.180218627612449
"6099","MTERF3",7.26102451930395e-06,5.43218765772519,0.044,0,0.180218628569124
"6100","SPRYD7",7.26102457712082e-06,5.43598444040708,0.044,0,0.180218630004139
"6101","ACAP3",7.28186649013481e-06,2.88573619063417,0.049,0.002,0.180735926285146
"6102","SLC26A11",7.29249497970923e-06,1.34611329288771,0.053,0.005,0.180999725396383
"6103","DDX19B",7.30415019664797e-06,2.7812487084875,0.049,0.002,0.181289007880803
"6104","ZNF830",7.31963290179836e-06,-0.11033169398453,0.097,0.03,0.181673288622635
"6105","OCEL1",7.32370183492991e-06,2.24846555112223,0.049,0.002,0.18177427954296
"6106","PLEKHA8",7.39999409272083e-06,1.63722990596716,0.053,0.005,0.183667853381331
"6107","TRIM5",7.44315130895191e-06,-2.61052959241724,0.136,0.19,0.184739015488186
"6108","TRIM11",7.45130407730254e-06,-0.667255207251243,0.1,0.032,0.184941367198649
"6109","LMNB2",7.46004470942966e-06,0.837314260225654,0.062,0.009,0.185158309688044
"6110","FARSB",7.51796337721893e-06,0.714758489054697,0.057,0.007,0.186595851022574
"6111","CHRNE",7.53004303778215e-06,1.2301431734415,0.065,0.011,0.186895668197753
"6112","PAFAH1B3",7.60559280962211e-06,2.19318995261763,0.057,0.007,0.188770813534821
"6113","SMN1",7.65834062899583e-06,1.51716372252587,0.057,0.007,0.190080014411677
"6114","NIT1",7.67664421896214e-06,1.80977603975223,0.049,0.002,0.19053430951464
"6115","AMPD2",7.67900675934426e-06,-0.431416698837389,0.097,0.03,0.190592947766924
"6116","TOMM22",7.70551862434174e-06,1.88614757249507,0.057,0.007,0.191250972256162
"6117","RNPC3",7.70568798588093e-06,1.60974814410065,0.057,0.007,0.191255175809565
"6118","AARS2",7.71440372369229e-06,1.48298182960853,0.053,0.005,0.191471500422043
"6119","ATR",7.71705373671096e-06,0.443783271878912,0.061,0.009,0.191537273745166
"6120","PIP5K1C",7.73700159380574e-06,1.27881730887786,0.053,0.005,0.192032379558258
"6121","ZNF654",7.78281066694802e-06,-0.325244743917233,0.093,0.027,0.19316936075365
"6122","FAM117B",7.81083936116668e-06,1.39227476726816,0.057,0.007,0.193865032944157
"6123","LRRC8A",7.86125771383796e-06,3.56253546683758,0.048,0.002,0.195116416457458
"6124","LOC102140001",7.86202832589796e-06,0.276594197073377,0.062,0.009,0.195135543048787
"6125","SLC26A6",7.89928055922526e-06,0.580898978811776,0.057,0.007,0.196060143479971
"6126","LOC102144668",7.90373326587893e-06,-0.248056758296844,0.081,0.021,0.196170659659115
"6127","CECR5",7.92711422059836e-06,0.629429991191387,0.057,0.007,0.196750974955251
"6128","MSC",7.95514569901824e-06,6.23782121666308,0.044,0,0.197446716249633
"6129","RC3H1",7.95769368384156e-06,-0.829047323398156,0.259,0.133,0.197509957232948
"6130","FANCI",8.0281164941206e-06,2.07825241818321,0.048,0.002,0.199257851384073
"6131","CCSER1",8.04038284576319e-06,1.3065223292189,0.048,0.002,0.199562302231842
"6132","RABIF",8.04038284576319e-06,1.02414254440475,0.048,0.002,0.199562302231842
"6133","FAM219B",8.05235760799989e-06,0.722094970607991,0.061,0.009,0.199859515830557
"6134","BCL11A",8.075985099088e-06,1.81780894642248,0.053,0.005,0.200445950159364
"6135","YTHDC1",8.08130767427646e-06,-0.64614251514176,0.219,0.108,0.200578056475542
"6136","TMEM150B",8.09223616376082e-06,1.33666123450467,0.053,0.005,0.200849301584544
"6137","RAB3A",8.10935242584725e-06,1.50686498404448,0.057,0.007,0.201274127209529
"6138","IL33",8.16374414922571e-06,0.576954461753965,0.057,0.007,0.202624129783782
"6139","NFIC",8.16940567114976e-06,0.330637904019357,0.065,0.011,0.202764648757937
"6140","CARS2",8.20986000247011e-06,0.444474220142341,0.065,0.011,0.203768725261308
"6141","CEP19",8.22808464699297e-06,-3.04184435266347,0.071,0.121,0.204221060938366
"6142","MAP3K4",8.26189936085326e-06,0.301153255784985,0.061,0.009,0.205060342136378
"6143","ATXN1L",8.27962392523441e-06,-0.579811812613746,0.108,0.037,0.205500265824318
"6144","CFP",8.29375542850585e-06,-0.164080963883559,0.228,0.119,0.205851009735515
"6145","LOC102138137",8.32117972811993e-06,1.1692920417239,0.061,0.009,0.206531680851937
"6146","TP53",8.32301307893621e-06,0.131345413937163,0.073,0.016,0.206577184619197
"6147","DGCR8",8.32661350231169e-06,5.62906285287458,0.044,0,0.206666547127376
"6148","BRF1",8.32661354649054e-06,5.44104769157026,0.044,0,0.206666548223895
"6149","TRPM4",8.32661354649054e-06,5.44618294531098,0.044,0,0.206666548223895
"6150","ZYG11B",8.32661354649054e-06,5.52309395359178,0.044,0,0.206666548223895
"6151","COG7",8.32661356857999e-06,5.51386130515197,0.044,0,0.206666548772155
"6152","NIPA1",8.34131243848259e-06,2.90956712257325,0.048,0.002,0.207031374723138
"6153","DEK",8.36546740753178e-06,-0.374712592004471,0.1,0.032,0.207630901054939
"6154","BCAR3",8.38600650492956e-06,2.29708838783549,0.048,0.002,0.208140681452352
"6155","ZXDC",8.4052311005697e-06,1.98192415253234,0.048,0.002,0.20861783591614
"6156","DOLK",8.44516346318424e-06,1.51411433209626,0.053,0.005,0.209608957156233
"6157","RCSD1",8.53392681543545e-06,-0.667021549972314,0.304,0.162,0.211812063559108
"6158","SLC25A30",8.55314778001574e-06,0.540892902102353,0.065,0.011,0.212289127899991
"6159","LOC102123466",8.58926276052811e-06,-0.781138438346114,0.24,0.121,0.213185501716308
"6160","C4H6orf1",8.61912187392619e-06,-0.604669008408216,0.115,0.041,0.213926604910848
"6161","COMMD5",8.65252848829855e-06,-0.187752010464728,0.081,0.021,0.21475575707957
"6162","DDX51",8.66004467635417e-06,3.36519524355362,0.048,0.002,0.214942308867111
"6163","MTMR3",8.66669275659403e-06,-0.744615598383027,0.151,0.064,0.215107314218664
"6164","GEMIN5",8.71536311895134e-06,5.75542219656099,0.043,0,0.216315312612372
"6165","KCTD11",8.71536311895134e-06,5.5055194766744,0.043,0,0.216315312612372
"6166","LOC102138348",8.71536314206826e-06,5.52641195946364,0.043,0,0.216315313186134
"6167","PPP2R1B",8.71536314206826e-06,5.52168017935633,0.043,0,0.216315313186134
"6168","C13H2orf68",8.72661527994788e-06,0.603213807343818,0.077,0.018,0.216594591248306
"6169","HIF1A",8.77101416147525e-06,-0.466906978797752,0.629,0.357,0.217696571487816
"6170","ZNF267",8.79942359732001e-06,-1.64457169114353,0.412,0.391,0.218401693685483
"6171","SEPHS1",8.93677895637773e-06,0.48681163177569,0.061,0.009,0.221810853697295
"6172","NUP107",9.12068010633908e-06,1.814494052914,0.052,0.005,0.226375280239336
"6173","EFNB2",9.12219602198116e-06,5.95228676220367,0.043,0,0.226412905265572
"6174","ELMOD2",9.12219604617316e-06,5.45765759561628,0.043,0,0.226412905866018
"6175","ERAL1",9.12219609455728e-06,5.45604461700633,0.043,0,0.226412907066912
"6176","IGFLR1",9.1653101781166e-06,-0.778125340061698,0.271,0.14,0.227482998620854
"6177","TMEM99",9.17112382817852e-06,2.59354408494088,0.048,0.002,0.227627293415391
"6178","ZNF598",9.19507718302751e-06,0.696791732953444,0.061,0.009,0.228221815682743
"6179","NAA16",9.20969114335149e-06,1.64214554405478,0.048,0.002,0.228584534177984
"6180","PHF19",9.22266117295502e-06,1.530416139517,0.057,0.007,0.228906450312744
"6181","PFKFB4",9.22597146130454e-06,0.380025175644016,0.069,0.014,0.228988611669579
"6182","NUP155",9.22791130320895e-06,1.16692371932594,0.052,0.005,0.229036758545646
"6183","ASF1B",9.38569409854905e-06,0.637848166732725,0.069,0.014,0.232952927525987
"6184","IST1",9.43191495353398e-06,-0.813316339823788,0.179,0.082,0.234100129146713
"6185","TNFSF10",9.43270860831886e-06,-1.00933043372274,0.259,0.135,0.234119827658474
"6186","ZNF532",9.44543632882783e-06,3.45607545378861,0.048,0.002,0.234435729681507
"6187","MIOS",9.46222309928914e-06,0.555097244271839,0.057,0.007,0.234852377324356
"6188","ECE1",9.46678493986951e-06,0.493354607879504,0.091,0.027,0.234965602207561
"6189","DUSP1",9.48044114316094e-06,-0.503844632836438,0.505,0.279,0.235304549173254
"6190","RCAN3",9.54795096756111e-06,5.36697415231619,0.043,0,0.236980143014867
"6191","LOC102118253",9.5797481752299e-06,2.80017234903218,0.048,0.002,0.237769349709206
"6192","RAB33B",9.59502020163406e-06,1.72084310126239,0.052,0.005,0.238148401404557
"6193","TCAIM",9.63104307148196e-06,2.25762933737719,0.048,0.002,0.239042489034182
"6194","MED30",9.63104311761898e-06,2.16775433957881,0.048,0.002,0.239042490179303
"6195","PET117",9.63839232349218e-06,1.80851323321117,0.048,0.002,0.239224897469076
"6196","TAB1",9.63839232349218e-06,2.10823918278698,0.048,0.002,0.239224897469076
"6197","GDI1",9.64929829836187e-06,-0.468483423351204,0.167,0.076,0.239495583765342
"6198","SHROOM3",9.64947149647909e-06,1.81924139405505,0.052,0.005,0.239499882542611
"6199","FAM76B",9.72169494483591e-06,-0.391609903515982,0.128,0.05,0.241292468530827
"6200","ING4",9.77876265813914e-06,1.22661666949362,0.056,0.007,0.242708889175013
"6201","MSRA",9.8492966631927e-06,-0.696073183063878,0.161,0.071,0.244459543180443
"6202","ZNF282",9.99350535784881e-06,5.39073872211427,0.043,0,0.248038802981807
"6203","RAP2C",1.00120265350337e-05,-0.675531962226519,0.143,0.059,0.248498498599537
"6204","ZNF322",1.00179613297587e-05,2.87909942429621,0.048,0.002,0.248645800204612
"6205","TRIM4",1.00369670259313e-05,-0.776981995331121,0.117,0.043,0.249117521583614
"6206","RABL2B",1.00677537711603e-05,1.85333512978629,0.048,0.002,0.2498816486002
"6207","BTBD10",1.02663535883786e-05,0.235962518101866,0.076,0.018,0.254810896063557
"6208","C19H19orf25",1.02770156150193e-05,-0.3936054669543,0.084,0.023,0.255075527564779
"6209","CEP162",1.03241459159767e-05,-0.446822474513136,0.11,0.039,0.256245301634543
"6210","TINF2",1.03397407365671e-05,-0.714597544617485,0.092,0.027,0.256632365081595
"6211","DENND6A",1.03767486593371e-05,0.65526187165092,0.068,0.014,0.257550901724747
"6212","LOC107128701",1.03789026059845e-05,0.142157464832705,0.084,0.023,0.257604362680534
"6213","TARBP2",1.04597773273298e-05,5.4861899249436,0.043,0,0.259611673264325
"6214","MBTPS2",1.04597773827818e-05,5.46098957423058,0.043,0,0.259611674640644
"6215","CCNK",1.04890932296776e-05,-0.802208041198107,0.128,0.05,0.260339293960598
"6216","PES1",1.05482893382897e-05,2.22576166424045,0.047,0.002,0.261808541376351
"6217","ACTR8",1.05951396183506e-05,0.845988720106187,0.056,0.007,0.262971365327463
"6218","HNRNPU",1.07278199707782e-05,-0.34312752511223,0.637,0.357,0.266264491674715
"6219","IGHMBP2",1.08327704495213e-05,-0.239436032156723,0.091,0.027,0.268869362557118
"6220","CEP95",1.08471603743996e-05,-0.303470990797222,0.076,0.018,0.269226520492598
"6221","EXOC6B",1.09223553662212e-05,4.59147535204886,0.047,0.002,0.27109286018961
"6222","RAMP2",1.09477274769105e-05,6.05742062429134,0.043,0,0.271722595976918
"6223","SFXN1",1.094772753494e-05,5.60454201459631,0.043,0,0.271722597417211
"6224","HPSE",1.09477275639548e-05,5.36757598407954,0.043,0,0.271722598137358
"6225","RASSF8",1.09477275639548e-05,5.60753061020856,0.043,0,0.271722598137358
"6226","SS18L2",1.09493452714161e-05,-0.814627831475734,0.142,0.059,0.271762749636548
"6227","RPS15A",1.09924665368412e-05,2.11729836497815,0.052,0.005,0.272833019444399
"6228","SNRNP35",1.10180174009425e-05,2.32542900759905,0.047,0.002,0.273467191891394
"6229","FAM65B",1.10866437808528e-05,-2.0177589728291,0.133,0.19,0.275170498640767
"6230","CHCHD3",1.11093284431973e-05,1.04597272588916,0.052,0.005,0.275733531960158
"6231","CA9",1.11417743022421e-05,1.13988524281255,0.052,0.005,0.276538838181649
"6232","SUSD1",1.12333207150583e-05,0.90477118416224,0.056,0.007,0.278811020147746
"6233","LRRFIP1",1.13745386071332e-05,-0.459999360572133,0.518,0.286,0.282316048229046
"6234","PPP1R2",1.14001456860174e-05,-1.04787284563119,0.229,0.114,0.282951615926952
"6235","CHST12",1.1400285345737e-05,0.994357184369799,0.051,0.005,0.282955082281192
"6236","RTN4IP1",1.14583610453882e-05,5.42609380893641,0.042,0,0.284396521146536
"6237","SPATA33",1.15041931212124e-05,2.58116486642418,0.047,0.002,0.285534073268491
"6238","TEX10",1.15063857827942e-05,2.83738373115373,0.047,0.002,0.285588495128952
"6239","TANGO6",1.15340955304152e-05,1.83018930782803,0.051,0.005,0.286276251064905
"6240","ABHD5",1.15508922200554e-05,-0.668084344752542,0.156,0.069,0.286693144901776
"6241","FKTN",1.15613335602902e-05,1.77534618130657,0.047,0.002,0.286952298966403
"6242","NFKBIL1",1.1565740156342e-05,1.81266446348133,0.047,0.002,0.287061670680408
"6243","PSPC1",1.15735142656783e-05,-0.551098719096338,0.134,0.055,0.287254624074135
"6244","CAMSAP1",1.15846597646093e-05,1.63163818725375,0.051,0.005,0.287531255357603
"6245","LOC102136751",1.16026239937147e-05,-0.499897330768086,0.102,0.034,0.287977127523999
"6246","TRAF3",1.16057724905077e-05,-0.819134124566884,0.271,0.14,0.288055273214402
"6247","LOC107128927",1.1656654819935e-05,0.779668605974742,0.051,0.005,0.289318172630787
"6248","CCNDBP1",1.16985642282276e-05,-0.729020072106952,0.139,0.057,0.29035836414461
"6249","PNKP",1.17209464037315e-05,-0.140762277660309,0.076,0.018,0.290913889740616
"6250","MPRIP",1.17620090157161e-05,-0.182699392269501,0.091,0.027,0.291933063770074
"6251","XPA",1.17771091753984e-05,0.289392642795196,0.076,0.018,0.292307849733389
"6252","SCCPDH",1.18918364267599e-05,0.538377239054199,0.068,0.014,0.295155380112181
"6253","MED28",1.19298047601947e-05,-0.112521368156043,0.083,0.023,0.296097754148033
"6254","CMBL",1.19927293723599e-05,5.33662367823546,0.042,0,0.297659543021973
"6255","DCK",1.19927293723599e-05,5.59042112345231,0.042,0,0.297659543021973
"6256","MAPK8",1.19927293723599e-05,5.55514865093349,0.042,0,0.297659543021973
"6257","FBXL15",1.19927294041344e-05,5.27271962353461,0.042,0,0.297659543810616
"6258","TMEM168",1.19934364487444e-05,2.80874696743771,0.047,0.002,0.297677092657837
"6259","TMEM161B",1.20759917450922e-05,2.0594628002877,0.047,0.002,0.299726115113189
"6260","ARNT",1.21016049943115e-05,0.687817732759125,0.06,0.009,0.300361835958812
"6261","UBN2",1.22468047229559e-05,0.414141328248133,0.068,0.014,0.303965693223765
"6262","MGAT5",1.22794994736174e-05,-0.877180707741133,0.072,0.016,0.304777176935183
"6263","INO80E",1.22891272184059e-05,0.126707393348404,0.06,0.009,0.305016137560833
"6264","GEMIN8",1.23161912504036e-05,0.396137761941659,0.055,0.007,0.305687866835017
"6265","ZBTB8OS",1.23310787771216e-05,-0.515108458462079,0.124,0.048,0.306057375248159
"6266","TMEM18",1.23377719353391e-05,0.882889637830993,0.055,0.007,0.306223499435116
"6267","RXRA",1.23800243713157e-05,-0.270540026292865,0.098,0.032,0.307272204896055
"6268","ARV1",1.24711635184558e-05,0.255732859429542,0.068,0.014,0.309534278528072
"6269","GPAT3",1.2528531255636e-05,-0.189612398326972,0.119,0.046,0.310958145764887
"6270","STARD5",1.25519327480671e-05,5.13054667776561,0.042,0,0.311538970807025
"6271","LOC107128785",1.2551932781318e-05,5.67878772235226,0.042,0,0.311538971632314
"6272","CCDC167",1.2551932814569e-05,5.40258377787574,0.042,0,0.311538972457602
"6273","LOC102118112",1.2551932814569e-05,5.44451591920749,0.042,0,0.311538972457602
"6274","SF3B4",1.25863913605184e-05,0.932601235495966,0.064,0.011,0.312394233568066
"6275","RCOR3",1.26095878420046e-05,-0.281856519198298,0.071,0.016,0.312969970238554
"6276","NKTR",1.26495245059292e-05,-1.03305560879442,0.152,0.066,0.313961198237163
"6277","FASTKD1",1.26712637027135e-05,1.29556495047687,0.047,0.002,0.314500765101349
"6278","PLBD1",1.26802184145003e-05,-1.04590076196512,0.468,0.259,0.314723021047896
"6279","SC5D",1.26805331349504e-05,-0.21900461818279,0.079,0.021,0.314730832409469
"6280","PHF23",1.27656016914446e-05,-0.419713416667999,0.079,0.021,0.316842233981654
"6281","HINT3",1.27942296540958e-05,-0.577253006053793,0.094,0.03,0.317552780014658
"6282","PPIL4",1.28024635639886e-05,-0.266195094954369,0.101,0.034,0.317757145658197
"6283","MCM3",1.28531024496602e-05,0.832844958248527,0.055,0.007,0.319014002800566
"6284","KNOP1",1.2916232487978e-05,0.717542239798563,0.055,0.007,0.320580890351614
"6285","AP1AR",1.29734727832183e-05,-0.673531608240794,0.131,0.053,0.322001594479478
"6286","LRMP",1.30191159064646e-05,-1.06613779072295,0.191,0.092,0.323134456798451
"6287","GAB1",1.30306293960313e-05,0.402885187697924,0.067,0.014,0.323420221609497
"6288","CLN5",1.30848848525726e-05,-1.0941824926128,0.185,0.087,0.324766842040851
"6289","LOC102144279",1.31835095693392e-05,1.67472936272249,0.051,0.005,0.327214707511
"6290","CST7",1.3199626894934e-05,1.30248041420296,0.071,0.016,0.327614739532262
"6291","SIN3B",1.32401763919408e-05,1.95542643963095,0.046,0.002,0.328621178047971
"6292","TMEM199",1.32830882009421e-05,0.620663171970079,0.063,0.011,0.329686249147383
"6293","PRKRIP1",1.33110464911315e-05,0.629589962063666,0.059,0.009,0.330380173909883
"6294","EXOSC8",1.33524081562726e-05,1.07213401224207,0.055,0.007,0.331406770438687
"6295","PPP6R3",1.34236976313333e-05,-0.767652900468007,0.138,0.057,0.333176175209693
"6296","SEC23A",1.35345967125816e-05,-0.721630403766613,0.079,0.021,0.335928690406276
"6297","GPR141",1.36271682032291e-05,0.379592243744133,0.075,0.018,0.338226314804145
"6298","NT5C2",1.37200925531681e-05,-1.05523820475762,0.24,0.121,0.340532697169633
"6299","DOHH",1.37322076921668e-05,0.775928196842843,0.059,0.009,0.34083339491958
"6300","NKRF",1.37347774547507e-05,3.02253884521696,0.046,0.002,0.340897176426911
"6301","DOCK1",1.37495027178156e-05,5.38171171395488,0.042,0,0.341262657456182
"6302","DDR1",1.3749502754228e-05,5.31594647943142,0.042,0,0.341262658359938
"6303","DHX40",1.3824615692745e-05,-0.77667421526995,0.152,0.066,0.343126961493932
"6304","LOC101865922",1.38879873384887e-05,1.52468490584703,0.051,0.005,0.34469984574129
"6305","ABHD6",1.39863129291997e-05,-0.450134952296296,0.083,0.023,0.347140286902737
"6306","NUP210",1.42039775449851e-05,2.90347241122259,0.05,0.005,0.352542722666531
"6307","NPAT",1.42302540493049e-05,0.912069211358198,0.063,0.011,0.353194905503748
"6308","PRPSAP1",1.42385111684636e-05,0.876889181953847,0.059,0.009,0.353399847201265
"6309","FAM149B1",1.43011136887923e-05,0.913606095729702,0.059,0.009,0.354953641755824
"6310","NFU1",1.4571444761834e-05,1.37601963006696,0.05,0.005,0.361663258988721
"6311","LOC102145021",1.49496624656425e-05,3.27603626875409,0.046,0.002,0.371050622397246
"6312","CDIP1",1.49639209377096e-05,1.02835368298412,0.059,0.009,0.371404517673952
"6313","C3H21orf91",1.50146475465643e-05,-2.48621911148187,0.133,0.185,0.372663552105726
"6314","CEP41",1.50609341544545e-05,5.47384065413691,0.041,0,0.373812385713561
"6315","LOC102114778",1.50702467795815e-05,0.692225300786981,0.059,0.009,0.374043525069212
"6316","KATNB1",1.51848767402132e-05,1.98464346054752,0.046,0.002,0.376888640692091
"6317","TMEM60",1.51990347376155e-05,-0.604044717471081,0.119,0.046,0.377240042187616
"6318","LOC102138490",1.52320315753954e-05,-3.26874841828921,0.024,0.057,0.378059023701315
"6319","RNF103",1.52400754262565e-05,-0.59346631405849,0.116,0.043,0.378258672079686
"6320","GTF2A1",1.52697983761335e-05,-0.823753963410261,0.108,0.039,0.378996395695635
"6321","DNAJB9",1.528096635846e-05,-0.786446794733771,0.186,0.089,0.379273585016977
"6322","NFATC2",1.55744006600112e-05,1.28948188183726,0.058,0.009,0.386556624381477
"6323","PSMB3",1.5595812795385e-05,-0.648021975896079,0.183,0.087,0.387088073581455
"6324","PITPNC1",1.56980940181729e-05,0.375483063448558,0.071,0.016,0.389626693531052
"6325","LOC102126208",1.57056264051421e-05,1.41416870628005,0.05,0.005,0.389813647375626
"6326","ZBTB11",1.57085187255859e-05,0.293954010181317,0.067,0.014,0.389885434769042
"6327","RBM15",1.57153497375494e-05,0.805944615552847,0.059,0.009,0.390054980485975
"6328","MUS81",1.58057369707539e-05,0.127899039450765,0.067,0.014,0.392298391614111
"6329","DHRS7B",1.5811929758458e-05,2.47726945268055,0.046,0.002,0.392452096604928
"6330","ZNF354A",1.58464270587523e-05,1.31810817081197,0.054,0.007,0.393308319598232
"6331","METTL23",1.59415324800573e-05,1.31458580363837,0.05,0.005,0.395668836155022
"6332","PDLIM1",1.599361152604e-05,0.547473377635439,0.074,0.018,0.396961438076312
"6333","SH3GL1",1.60105443336043e-05,-0.20978616718523,0.086,0.025,0.397381710360059
"6334","SLC16A5",1.60301366300236e-05,0.818537406457416,0.054,0.007,0.397867991157185
"6335","DUSP12",1.61255655451019e-05,0.598087360694173,0.054,0.007,0.400236536829428
"6336","TBC1D17",1.61537356748223e-05,0.666237473488633,0.054,0.007,0.40093571944909
"6337","INTS6",1.61866284881509e-05,-0.651103965262282,0.148,0.064,0.401752119075905
"6338","BCL2L1",1.6194111266907e-05,-1.0732280948735,0.169,0.078,0.401937841644632
"6339","IRF2",1.61976514232063e-05,-2.38396852178391,0.176,0.224,0.402025708323979
"6340","KCTD18",1.64970243683122e-05,5.4826072434493,0.041,0,0.409456144821509
"6341","SORD",1.64970244556384e-05,5.22557786837841,0.041,0,0.409456146988945
"6342","UTP6",1.64970244556384e-05,5.46932845576772,0.041,0,0.409456146988945
"6343","TTC4",1.64970244993015e-05,5.50831565506853,0.041,0,0.409456148072663
"6344","RPAP1",1.64970245429645e-05,5.19857346800636,0.041,0,0.409456149156379
"6345","MARCKS",1.65233787233583e-05,-1.23034831644421,0.578,0.49,0.410110259913753
"6346","RHOBTB2",1.65842578012229e-05,2.05010153301345,0.045,0.002,0.411621278626352
"6347","DCHS1",1.65905695199238e-05,2.34358135289129,0.045,0.002,0.41177793548451
"6348","WDR83",1.66104167241012e-05,1.3718013073604,0.05,0.005,0.412270543092192
"6349","INPP5A",1.6613448329127e-05,0.325283313509433,0.07,0.016,0.412345787528931
"6350","CWC25",1.66164889652448e-05,-0.712678719716864,0.199,0.098,0.412421256117376
"6351","SEPT9",1.67166002140888e-05,0.370277934630386,0.058,0.009,0.414906017313685
"6352","ARL5B",1.67963007610394e-05,-0.382185598621924,0.456,0.263,0.416884184888997
"6353","NMD3",1.68293660099303e-05,-0.15818507821206,0.07,0.016,0.417704864366471
"6354","ARID3A",1.69279191216556e-05,-0.116199703351739,0.07,0.016,0.420150952599492
"6355","POLR3A",1.70450308809323e-05,0.824547297822245,0.058,0.009,0.423057666464741
"6356","LOC102118081",1.72294902367897e-05,2.91012958692805,0.045,0.002,0.427635947677121
"6357","LOC107127144",1.72654677419348e-05,5.3450253520852,0.041,0,0.428528909354822
"6358","KLHL7",1.72654678333156e-05,5.16154077901543,0.041,0,0.428528911622893
"6359","AIFM3",1.72654678790061e-05,5.50316523082281,0.041,0,0.42852891275693
"6360","TLR7",1.72654678790061e-05,5.97001308134499,0.041,0,0.42852891275693
"6361","POLR3K",1.7351316705241e-05,1.10915216111975,0.05,0.005,0.43065968062408
"6362","TBC1D14",1.75355706094149e-05,-0.910176509368343,0.22,0.11,0.435232862525679
"6363","TRMU",1.75780720858967e-05,1.10459810995404,0.054,0.007,0.436287749171956
"6364","CD1C",1.76820686176852e-05,2.67206685883477,0.054,0.007,0.438868943090947
"6365","CCDC159",1.78727763952447e-05,0.263228649779051,0.066,0.014,0.443602310129973
"6366","FAM73A",1.80695932444308e-05,5.48870046562646,0.041,0,0.448487304326772
"6367","DBP",1.81396805492277e-05,2.53963248787892,0.045,0.002,0.45022687123183
"6368","ATP8",1.81413915740447e-05,-0.111989596990446,0.089,0.027,0.45026933886779
"6369","SPAG5",1.81742120437142e-05,2.43066273696768,0.045,0.002,0.451083942924986
"6370","C11H12orf4",1.82157327023706e-05,1.23980415247943,0.045,0.002,0.452114485672837
"6371","SRSF5",1.82785205208816e-05,-0.222147218470625,0.637,0.366,0.453672879328282
"6372","TRIP6",1.82837678171879e-05,0.234888526991463,0.05,0.005,0.453803117222603
"6373","FAM160B1",1.8359140707336e-05,-0.326456733339497,0.081,0.023,0.455673872356079
"6374","PLCG2",1.83686647375088e-05,-0.700252895298754,0.158,0.071,0.455910258784969
"6375","NUAK2",1.84582545103477e-05,0.946814287580743,0.054,0.007,0.45813387694683
