"","Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2870","TBC1D22A",6.18941229962655e-14,0.126367209048542,0.249,0.073,1.53621213276731e-09
"2871","FAM134C",6.33842203712466e-14,1.80415923263884,0.142,0.014,1.57319634961434e-09
"2872","ALAS1",6.3939779615969e-14,0.152114815890467,0.301,0.105,1.58698533006835e-09
"2873","UGDH",6.48119217301656e-14,2.86548578333682,0.125,0.005,1.60863189734271e-09
"2874","HM13",6.58303986666203e-14,0.207207446133001,0.225,0.059,1.63391049490552e-09
"2875","TAOK3",6.62892720615898e-14,-0.306944160505331,0.377,0.146,1.64529973256866e-09
"2876","SH3BP2",6.64383110222406e-14,0.108796051693026,0.209,0.05,1.64899887957201e-09
"2877","ZDHHC24",6.68318232865214e-14,1.15662691344138,0.15,0.018,1.65876585397146e-09
"2878","TGFBRAP1",6.70952324193776e-14,4.38477695518988,0.12,0.002,1.66530366864895e-09
"2879","CLNS1A",7.01513357717035e-14,1.78998650598398,0.138,0.011,1.74115615385368e-09
"2880","ACOT9",7.02656754899596e-14,1.01647695577792,0.155,0.021,1.7439940656608e-09
"2881","PPP2R5D",7.04840618773042e-14,1.15949650156958,0.155,0.021,1.74941441579469e-09
"2882","CHKB",7.17263024702745e-14,2.75781428944697,0.129,0.007,1.78024682731221e-09
"2883","AKAP8",7.21914535097414e-14,0.727425557290147,0.159,0.023,1.79179187611178e-09
"2884","PLEKHM1",7.23485111578656e-14,0.385949996143947,0.193,0.041,1.79569004693822e-09
"2885","BTBD1",7.29092250082951e-14,0.672384424673981,0.176,0.032,1.80960696470588e-09
"2886","FBXW11",7.78384323938338e-14,-0.213682190301442,0.281,0.092,1.93194989201495e-09
"2887","ITGB2",7.85462287503028e-14,0.306153895994996,0.774,0.419,1.94951739758251e-09
"2888","LSM3",7.86315713013168e-14,1.99230984825232,0.129,0.007,1.95163559969868e-09
"2889","BRMS1",7.91016260134163e-14,1.38274047933722,0.137,0.011,1.96330235765299e-09
"2890","SVBP",7.92162404749583e-14,1.70699601763134,0.146,0.016,1.96614708858847e-09
"2891","NUBP1",8.052266237291e-14,1.17330866104742,0.129,0.007,1.99857248009562e-09
"2892","REEP3",8.31541577452267e-14,-0.249247560550897,0.277,0.089,2.06388619523653e-09
"2893","MINK1",8.32665599218214e-14,1.11467346463877,0.154,0.021,2.06667601725961e-09
"2894","TMED8",8.62622275923142e-14,2.35986796998596,0.128,0.007,2.14102848884124e-09
"2895","MAN1B1",9.12756198225012e-14,1.43962107575444,0.137,0.011,2.26546088399448e-09
"2896","AQR",9.15177998442612e-14,0.231548515376861,0.184,0.037,2.27147179213456e-09
"2897","MRPS23",9.20749783984183e-14,2.03246407477442,0.137,0.011,2.28530096384874e-09
"2898","PRPF6",9.24529203502658e-14,0.468401207794213,0.192,0.041,2.2946814830936e-09
"2899","IFI16",9.29415114841487e-14,-0.152679775815391,0.426,0.178,2.30680831503657e-09
"2900","LOC102141134",9.3005157901973e-14,0.317035860224921,0.234,0.066,2.30838801912697e-09
"2901","CARM1",9.33873115233296e-14,3.39086333400627,0.119,0.002,2.31787307200904e-09
"2902","DTD1",9.34174169754739e-14,2.17020954130506,0.136,0.011,2.31862028933126e-09
"2903","ALCAM",9.50047890084519e-14,0.121385759716606,0.334,0.126,2.35801886318978e-09
"2904","WDR48",9.58318275038674e-14,0.921423221596459,0.158,0.023,2.37854595864599e-09
"2905","MRPS17",9.62203283288604e-14,4.02721815590433,0.123,0.005,2.38818854912232e-09
"2906","LOC102127633",9.71316573682053e-14,-0.12716985526764,0.244,0.071,2.41080773587886e-09
"2907","SH3D21",9.71340073917694e-14,1.53502169710486,0.141,0.014,2.41086606346372e-09
"2908","TRIP12",9.76821529633875e-14,-0.287597240399045,0.506,0.222,2.42447103655128e-09
"2909","P2RX7",9.81883493981587e-14,3.17247155439654,0.119,0.002,2.4370348320623e-09
"2910","PDCD10",9.82408669090786e-14,0.33634093308781,0.207,0.05,2.43833831668333e-09
"2911","DOK2",9.91282370939506e-14,1.51999994939406,0.149,0.018,2.46036284467185e-09
"2912","DHX15",9.9189763908147e-14,0.531305604650786,0.186,0.039,2.46188994020021e-09
"2913","RPS6KB1",9.95172409251088e-14,2.0309544330134,0.136,0.011,2.4700179197612e-09
"2914","ZNF511",9.99748323860224e-14,2.11690979218016,0.128,0.007,2.48137533982108e-09
"2915","CELF1",1.00688634096828e-13,0.115436075177379,0.2,0.046,2.49909189828327e-09
"2916","OXR1",1.04142472577747e-13,0.330067815627193,0.187,0.039,2.58481616937969e-09
"2917","WDR55",1.05939025353831e-13,0.118870328508427,0.191,0.041,2.62940660928209e-09
"2918","GLS",1.06464294302821e-13,-0.124550741333627,0.236,0.066,2.64244378459601e-09
"2919","TMEM115",1.07061880824592e-13,3.20730344333352,0.123,0.005,2.65727588206638e-09
"2920","TMX2",1.07540012708214e-13,2.73520867101744,0.131,0.009,2.66914311541787e-09
"2921","TM9SF4",1.07644934553148e-13,0.931760235356739,0.154,0.021,2.67174727560912e-09
"2922","GTF3C1",1.07880308143972e-13,1.45100802468718,0.141,0.014,2.67758924813337e-09
"2923","LOC101865287",1.08213675832918e-13,2.39899524894435,0.132,0.009,2.68586343417303e-09
"2924","SMIM4",1.08431692839521e-13,2.75828237914639,0.123,0.005,2.69127461627691e-09
"2925","ANKRD40",1.08671823217638e-13,3.14228009550607,0.118,0.002,2.69723465226177e-09
"2926","RALGDS",1.08867904081546e-13,0.836808889772885,0.178,0.034,2.70210137930397e-09
"2927","TMEM203",1.11931046405298e-13,2.11531200646484,0.127,0.007,2.77812857177949e-09
"2928","EMC8",1.12716548393357e-13,0.591898227213535,0.166,0.027,2.79762473112311e-09
"2929","TRAPPC12",1.13566721060321e-13,0.535974279910265,0.158,0.023,2.81872601671717e-09
"2930","RNF139",1.1421315807906e-13,0.62383237443753,0.182,0.037,2.83477058352228e-09
"2931","AIFM1",1.17198064917035e-13,7.05469800169979,0.113,0,2.90885597124081e-09
"2932","CLEC4D",1.17522437163524e-13,-3.72363958564808,0.023,0.082,2.91690689039867e-09
"2933","TMEM134",1.17715531515767e-13,1.84768869131811,0.135,0.011,2.92169949222135e-09
"2934","NCLN",1.1818113071337e-13,1.01561893420297,0.149,0.018,2.93325566430585e-09
"2935","UXT",1.18317118573092e-13,0.38529147317405,0.183,0.037,2.93663088298415e-09
"2936","C4H6orf120",1.19611989440112e-13,0.777269189521474,0.158,0.023,2.96876957790358e-09
"2937","DCAF11",1.21785739163163e-13,0.116746815825677,0.215,0.055,3.02272204602971e-09
"2938","RRAGA",1.26639543276807e-13,0.994504131503473,0.153,0.021,3.14319346413036e-09
"2939","TMEM41B",1.29407158716958e-13,1.13531926529543,0.14,0.014,3.21188567935491e-09
"2940","PCCA",1.31337598115109e-13,2.94797058676753,0.122,0.005,3.259799185217e-09
"2941","FAM172A",1.3244126496923e-13,0.302467810942139,0.198,0.046,3.28719219653629e-09
"2942","CD80",1.34768706153701e-13,1.77769499692099,0.148,0.018,3.34495928673486e-09
"2943","GPBP1L1",1.36333509075864e-13,0.176614792960611,0.206,0.05,3.38379769526293e-09
"2944","VMA21",1.36808570916464e-13,1.90724178130224,0.139,0.014,3.39558873014665e-09
"2945","RNF19B",1.41374034291738e-13,-2.0428128562387,0.315,0.387,3.50890353112094e-09
"2946","DGCR6L",1.43693476600358e-13,1.60614556344825,0.14,0.014,3.56647208922088e-09
"2947","UNC13D",1.45259382729324e-13,0.414259508798441,0.19,0.041,3.60533787934181e-09
"2948","SREBF2",1.48364997384239e-13,3.03116789060419,0.126,0.007,3.68241923507682e-09
"2949","KIF1C",1.49241153944237e-13,0.826639513896573,0.161,0.025,3.70416544089596e-09
"2950","TRIOBP",1.4926874079629e-13,0.650264968439772,0.169,0.03,3.70485014656392e-09
"2951","LOC102138114",1.49893890647392e-13,1.01075463871679,0.16,0.025,3.72036636586826e-09
"2952","DNAJC9",1.50717088293549e-13,1.89849816361742,0.139,0.014,3.74079813144589e-09
"2953","PMP22",1.53083684334246e-13,1.95135866105757,0.131,0.009,3.79953704517599e-09
"2954","ARFRP1",1.56942348083303e-13,0.517638903279433,0.157,0.023,3.89530907942759e-09
"2955","RASGRP3",1.56982748366097e-13,2.24110838996697,0.126,0.007,3.89631181444652e-09
"2956","SATB1",1.62656467753564e-13,1.01039223163805,0.164,0.027,4.03713352964346e-09
"2957","KIAA1191",1.65020714593483e-13,0.926328231566574,0.148,0.018,4.09581413621026e-09
"2958","KLHL6",1.66735806215712e-13,0.739091598644419,0.165,0.027,4.13838271027396e-09
"2959","LOC102116329",1.67869488711034e-13,-0.108316380454276,0.238,0.069,4.16652070980785e-09
"2960","RBM5",1.6874159072828e-13,0.414756040500274,0.177,0.034,4.18816628187592e-09
"2961","GMPPB",1.69075990095211e-13,2.84875362079666,0.121,0.005,4.19646607416314e-09
"2962","GALK1",1.74796251020041e-13,1.5666242607946,0.143,0.016,4.33844295031741e-09
"2963","PRDX4",1.75433348800561e-13,6.94953180591388,0.112,0,4.35425571722991e-09
"2964","EIF2D",1.79551786261641e-13,2.58949846513201,0.125,0.007,4.45647533501392e-09
"2965","CD72",1.79808637692319e-13,2.69280835216709,0.121,0.005,4.46285038752335e-09
"2966","SARNP",1.8133359398268e-13,0.719128186310271,0.169,0.03,4.50069980265013e-09
"2967","WSB1",1.82482366316269e-13,-0.149944551769418,0.609,0.286,4.52921233196979e-09
"2968","UHRF1BP1L",1.83336163708288e-13,0.103087010388128,0.228,0.064,4.55040358323971e-09
"2969","FAM168A",1.8536361172419e-13,2.51068270588208,0.129,0.009,4.60072484299439e-09
"2970","DDAH2",1.88173993792551e-13,2.73520096864635,0.121,0.005,4.6704785259311e-09
"2971","LOC102143204",1.92226124676562e-13,0.354733311883761,0.18,0.037,4.77105241447227e-09
"2972","NRP1",1.94184424922029e-13,1.48019598307325,0.147,0.018,4.81965742656477e-09
"2973","SLC39A11",1.95012531756526e-13,0.824576801713008,0.147,0.018,4.84021103819698e-09
"2974","NUMA1",1.97565378502095e-13,0.380456838089494,0.181,0.037,4.90357269442199e-09
"2975","MTCH1",2.03163818474522e-13,-0.199219071688849,0.514,0.224,5.04252597453765e-09
"2976","SIVA1",2.05831481185368e-13,1.70326852251472,0.133,0.011,5.10873736302083e-09
"2977","TMEM2",2.06787325190689e-13,1.53098594638733,0.125,0.007,5.13246141123289e-09
"2978","AURKAIP1",2.08267087561065e-13,1.13421873990934,0.146,0.018,5.16918911326562e-09
"2979","RAB5A",2.15763541475466e-13,-0.195428633514274,0.26,0.082,5.35525109942105e-09
"2980","DLG1",2.18041520412623e-13,1.51403741580288,0.134,0.011,5.41179053664131e-09
"2981","TMEM261",2.18252549064023e-13,3.76460361144436,0.116,0.002,5.41702826776906e-09
"2982","LAPTM5",2.21184600500515e-13,-0.161499574567106,0.471,0.199,5.48980178442279e-09
"2983","STAB1",2.25624648979509e-13,7.40307563299644,0.111,0,5.60000378767141e-09
"2984","CD300LD",2.27334696738761e-13,1.07725415860407,0.162,0.027,5.64244717305605e-09
"2985","GM2A",2.28411954132925e-13,2.73031959132658,0.12,0.005,5.6691847015792e-09
"2986","SSBP4",2.30133190430875e-13,1.9122039229893,0.133,0.011,5.71190578649432e-09
"2987","RENBP",2.3219925438726e-13,1.50698400264699,0.134,0.011,5.76318549389179e-09
"2988","ARMC8",2.3492882722174e-13,2.38792539037979,0.124,0.007,5.83093349164359e-09
"2989","SMC5",2.3645603606412e-13,0.98337336847454,0.175,0.034,5.86883881511145e-09
"2990","FBXW2",2.38775824490117e-13,0.88359081988228,0.155,0.023,5.9264159638447e-09
"2991","SLC29A1",2.38823837865794e-13,1.86616874047682,0.133,0.011,5.92760765582902e-09
"2992","SLC39A6",2.41871051321951e-13,2.17092890217349,0.129,0.009,6.00323949381083e-09
"2993","SIKE1",2.42158278331086e-13,1.77033625664196,0.129,0.009,6.01036846817756e-09
"2994","TMEM192",2.44014985965691e-13,0.899445026232977,0.146,0.018,6.05645195166845e-09
"2995","PHTF1",2.45102167831004e-13,1.95446134475575,0.137,0.014,6.08343580556553e-09
"2996","MRPL43",2.45258277270658e-13,2.09327808258039,0.124,0.007,6.08731044185773e-09
"2997","NUDT5",2.47587430851304e-13,0.833904118198569,0.171,0.032,6.14512003372936e-09
"2998","AP3M1",2.48272379046349e-13,1.14279346112211,0.142,0.016,6.16212044793037e-09
"2999","PKN1",2.51593007181412e-13,0.176305458618999,0.22,0.059,6.24453843824266e-09
"3000","C7H15orf52",2.53112853366645e-13,2.08490086455447,0.124,0.007,6.28226102056014e-09
"3001","LOC102133005",2.54081984832871e-13,3.75476775995085,0.115,0.002,6.30631486355186e-09
"3002","TGM2",2.61279070017649e-13,-0.130735399098484,0.479,0.217,6.48494651783804e-09
"3003","PRPF4",2.61405611764758e-13,1.47961720494092,0.137,0.014,6.48808728400131e-09
"3004","UBE2R2",2.62120621334804e-13,-0.309639474947824,0.377,0.149,6.50583382152982e-09
"3005","CLCN5",2.68272093477885e-13,-0.340296321211708,0.197,0.046,6.6585133601211e-09
"3006","SRRT",2.71936523658177e-13,0.186056939206549,0.195,0.046,6.74946451719595e-09
"3007","MIEF1",2.72732534787529e-13,0.199725135172578,0.208,0.053,6.76922151342647e-09
"3008","PQBP1",2.73902865856138e-13,0.48810538564449,0.175,0.034,6.79826913054934e-09
"3009","MRPL40",2.74095383866826e-13,1.03951762164357,0.15,0.021,6.80304742757462e-09
"3010","LAT2",2.7535224700331e-13,-1.55609227274835,0.524,0.508,6.83424277062215e-09
"3011","COPS7A",2.758372803141e-13,1.02376249832149,0.149,0.021,6.84628129739596e-09
"3012","ZNF330",2.75993685182813e-13,1.00931776476096,0.15,0.021,6.85016326623741e-09
"3013","CLPX",2.78602958349282e-13,0.714025395292998,0.163,0.027,6.91492542622918e-09
"3014","AEBP2",2.8217379085799e-13,1.47676271563733,0.149,0.021,7.00355348909532e-09
"3015","ADAM15",2.8402052297288e-13,2.45546111764873,0.124,0.007,7.04938938018689e-09
"3016","LOC102124147",2.84044087655239e-13,2.61269714136539,0.119,0.005,7.04997425560304e-09
"3017","NUP58",2.84937718028082e-13,1.05855562814449,0.132,0.011,7.07215416145699e-09
"3018","CNOT2",2.86451147962516e-13,0.649026465208181,0.167,0.03,7.10971749242964e-09
"3019","GPATCH11",2.90018443181907e-13,0.617023871086064,0.159,0.025,7.19825775977492e-09
"3020","HEATR1",2.96027157623757e-13,1.24633840085508,0.133,0.011,7.34739405222166e-09
"3021","C1H1orf43",2.99760251908646e-13,-0.219842181017913,0.342,0.13,7.44004945237259e-09
"3022","NDRG2",3.00336429004968e-13,2.27396393406731,0.132,0.011,7.45435016790332e-09
"3023","MIPEP",3.02065859795187e-13,1.52037916886379,0.128,0.009,7.49727464011653e-09
"3024","ST3GAL6",3.07562999365634e-13,5.14548574092548,0.114,0.002,7.63371364425503e-09
"3025","ATXN2L",3.10964766052329e-13,0.691041571012986,0.137,0.014,7.71814549341881e-09
"3026","UBE2D4",3.12354207290314e-13,1.35400828541202,0.137,0.014,7.75263142494559e-09
"3027","TIPRL",3.15752652170557e-13,0.753918947093252,0.166,0.03,7.83698082687321e-09
"3028","PUM1",3.15779144567096e-13,-0.208801517834655,0.244,0.073,7.83763836815532e-09
"3029","MYO9A",3.16444715936127e-13,1.99885640491791,0.136,0.014,7.85415784953468e-09
"3030","NF2",3.25613846173235e-13,2.02320723489426,0.132,0.011,8.08173566201969e-09
"3031","NSUN2",3.25862392375901e-13,1.57796358054719,0.132,0.011,8.08790457876986e-09
"3032","ATP2B4",3.3264614712406e-13,1.17265177924518,0.145,0.018,8.25627737161916e-09
"3033","LOC102138783",3.33409488123862e-13,0.450903485241832,0.194,0.046,8.27522349523426e-09
"3034","SKIL",3.38259607633663e-13,-0.13343833543719,0.56,0.254,8.39560346146752e-09
"3035","LOC102129733",3.42813235937924e-13,1.48474307160583,0.145,0.018,8.50862451597927e-09
"3036","SLC11A2",3.43226455607819e-13,-0.202106883307117,0.373,0.149,8.51888062818606e-09
"3037","PLCB3",3.43522319204509e-13,3.70153952515246,0.118,0.005,8.52622396265592e-09
"3038","SRM",3.46182791712632e-13,0.817755767221091,0.141,0.016,8.59225689030753e-09
"3039","MRPL35",3.54531702650141e-13,6.8571671711998,0.109,0,8.7994768597765e-09
"3040","C1H1orf123",3.54772029187363e-13,0.748353494870712,0.153,0.023,8.80544176443035e-09
"3041","MALT1",3.55336221989575e-13,2.12162012054686,0.132,0.011,8.81944502978124e-09
"3042","GALNT7",3.58332243913316e-13,0.307259397022701,0.195,0.046,8.8938062939285e-09
"3043","FBXO11",3.58627415196556e-13,0.149228840081525,0.202,0.05,8.90113244517852e-09
"3044","TXNDC15",3.59172893890389e-13,1.88660187508191,0.127,0.009,8.91467122635945e-09
"3045","PSTPIP1",3.60136069313703e-13,0.73362651654489,0.201,0.05,8.93857724036612e-09
"3046","LOC102139491",3.63884322487068e-13,2.53526908879011,0.123,0.007,9.03160888412903e-09
"3047","SNRPA1",3.69849954678496e-13,0.40207275355542,0.169,0.032,9.17967587512028e-09
"3048","ADH5",3.73515064060354e-13,2.8287966254496,0.118,0.005,9.27064388997798e-09
"3049","GOT1",3.7360182329659e-13,2.28183319901936,0.123,0.007,9.27279725422137e-09
"3050","CTDSPL2",3.7852037365806e-13,0.772135833943043,0.169,0.032,9.39487567419306e-09
"3051","UROS",3.83147308898154e-13,2.68368714904142,0.114,0.002,9.50971620685218e-09
"3052","RTF1",3.84316138822407e-13,-0.164089562834806,0.279,0.094,9.53872656557215e-09
"3053","LOC102145439",3.86088254505485e-13,1.03561943939299,0.141,0.016,9.58271047682614e-09
"3054","CTPS1",3.91918972469078e-13,7.11065004321145,0.109,0,9.72742889668251e-09
"3055","NCOA2",3.93980714002973e-13,0.160382854288733,0.174,0.034,9.77860132155379e-09
"3056","NIT2",4.04000370464504e-13,2.17741463763746,0.118,0.005,1.0027289194929e-08
"3057","FEM1B",4.17062166334133e-13,1.10451340591356,0.152,0.023,1.03514829684132e-08
"3058","C16H17orf107",4.21044089925287e-13,2.13128736483615,0.135,0.014,1.04503143119456e-08
"3059","HHEX",4.339141147713e-13,1.24654313301412,0.152,0.023,1.07697483286237e-08
"3060","CDKN1A",4.43173813969279e-13,0.272032209984338,0.853,0.558,1.09995740627175e-08
"3061","MRPL16",4.49554965239121e-13,1.33282550459369,0.135,0.014,1.1157954237235e-08
"3062","ATF1",4.53831525585777e-13,0.107598061978434,0.234,0.069,1.1264098465039e-08
"3063","FABP4",4.55824915606193e-13,3.16905576834346,0.155,0.027,1.13135744053457e-08
"3064","LOC102123322",4.56272044542146e-13,3.14073047492563,0.117,0.005,1.13246721455361e-08
"3065","NIPAL3",4.69971490082815e-13,2.06436858917574,0.117,0.005,1.16646923838555e-08
"3066","TLK1",4.71694282076185e-13,1.13025542498755,0.14,0.016,1.17074520811309e-08
"3067","CRCP",4.78157447583056e-13,0.508713898207635,0.144,0.018,1.18678678490115e-08
"3068","ATMIN",4.94014709254321e-13,1.2821005849015,0.131,0.011,1.22614450836923e-08
"3069","NAB1",4.95656457313371e-13,-0.113333314565534,0.238,0.071,1.23021932705179e-08
"3070","C20H16orf91",4.96414623005253e-13,0.227166865399478,0.177,0.037,1.23210109429904e-08
"3071","NEDD9",4.97462692428025e-13,-0.124660907465174,0.284,0.098,1.23470240260636e-08
"3072","NCKAP5L",5.03421749097485e-13,6.94532329555459,0.108,0,1.24949278125996e-08
"3073","C20H16orf13",5.03741238519591e-13,2.87772994930915,0.117,0.005,1.25028575400562e-08
"3074","SEC22B",5.06380604123725e-13,-0.193025571124335,0.253,0.08,1.25683665943509e-08
"3075","CCDC115",5.10868937270794e-13,1.59454280543934,0.126,0.009,1.26797670230611e-08
"3076","FDPS",5.12859868886217e-13,3.28632483430574,0.121,0.007,1.27291819457559e-08
"3077","LOC102139129",5.14242489829564e-13,3.57168447815899,0.113,0.002,1.27634985975698e-08
"3078","MPG",5.15656163910204e-13,2.56334487196847,0.117,0.005,1.27985859882513e-08
"3079","MEGF9",5.18151369095066e-13,0.446482702245338,0.204,0.053,1.28605169809395e-08
"3080","DOCK7",5.25749210948344e-13,1.90315981483454,0.13,0.011,1.30490954157379e-08
"3081","ZCCHC11",5.29731945864742e-13,1.74918090625195,0.13,0.011,1.31479468963629e-08
"3082","NPTN",5.41186614744951e-13,-0.301405184832064,0.379,0.151,1.34322517779697e-08
"3083","GNGT2",5.43481197210831e-13,3.11061018863077,0.112,0.002,1.34892033147728e-08
"3084","MTG1",5.52960794584879e-13,2.14927740593073,0.129,0.011,1.37244869215967e-08
"3085","SECISBP2",5.54477099346595e-13,0.423035248790627,0.16,0.027,1.37621216057825e-08
"3086","NOC3L",5.56390108879898e-13,7.04648544231811,0.108,0,1.38096025023991e-08
"3087","FOXRED1",5.736654729072e-13,1.85199138989593,0.134,0.014,1.42383770375567e-08
"3088","CCNT1",5.77018490143421e-13,0.217346829677195,0.247,0.078,1.43215989253597e-08
"3089","STRN",5.77525221725494e-13,0.160841048038591,0.164,0.03,1.43341760032268e-08
"3090","EIF4A1",5.80005799405388e-13,1.20272368073588,0.13,0.011,1.43957439412417e-08
"3091","LYL1",5.81799530226594e-13,5.21746346778464,0.112,0.002,1.44402643402241e-08
"3092","CCL3",5.82926512009638e-13,-2.58227106955358,0.18,0.279,1.44682360280792e-08
"3093","EMC6",5.95497329306169e-13,0.594886121118753,0.176,0.037,1.47802437133791e-08
"3094","NSF",6.0332291117163e-13,2.2474236840737,0.117,0.005,1.49744746552798e-08
"3095","RNFT1",6.11088632650085e-13,0.731193946463308,0.155,0.025,1.51672198623751e-08
"3096","HIGD2A",6.11705493668004e-13,0.657085046295745,0.164,0.03,1.51825303528398e-08
"3097","TGS1",6.12655857461732e-13,0.870568185727271,0.147,0.021,1.52061183822002e-08
