"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.33418641418803e-41,1.26614364394851,0.39,0.133,1.32394506800147e-36,"11","GALNS"
6.48212708431521e-41,0.952375870675985,0.858,0.551,1.60886394232703e-36,"11","CRIP1"
6.99362267175169e-41,1.0765286910189,0.532,0.223,1.73581714712877e-36,"11","DENND5A"
7.11963195250474e-41,1.32096138096209,0.358,0.118,1.76709265061168e-36,"11","CTBS"
8.07759705446658e-41,1.11747688484689,0.398,0.137,2.00485958891861e-36,"11","LOC102116329"
9.54823646757076e-41,1.02096440061532,0.749,0.427,2.36987229125106e-36,"11","ATP6V1F"
1.0361614473472e-40,1.10073853076405,0.372,0.121,2.57175271231576e-36,"11","DTNB"
1.19810019878835e-40,1.19118504450017,0.313,0.093,2.97368469339269e-36,"11","HEBP1"
1.24580899143925e-40,0.703377451617489,0.291,0.081,3.09209791675222e-36,"11","PDCL"
1.25930033939478e-40,1.00879841461147,0.559,0.235,3.12558344237785e-36,"11","ZCCHC2"
1.50664730450505e-40,1.02029904733542,0.591,0.263,3.73949860978154e-36,"11","ANXA4"
1.60886922500832e-40,1.01949126880302,0.385,0.13,3.99321341647065e-36,"11","CEPT1"
1.62302929333335e-40,0.978191577726832,0.816,0.493,4.02835870605338e-36,"11","CTSZ"
1.70053841615001e-40,1.34818187237313,0.267,0.072,4.22073634888431e-36,"11","AXL"
1.88529633381961e-40,1.1541006256039,0.358,0.116,4.67930550054028e-36,"11","NUDT5"
1.90277623550865e-40,0.993351133763568,0.473,0.183,4.72269061653247e-36,"11","PHACTR1"
2.92978855436676e-40,0.844459563596084,0.687,0.329,7.2717351919383e-36,"11","BASP1"
3.01282500522739e-40,1.03628609872765,0.511,0.203,7.47783166297438e-36,"11","FAM20C"
3.60140607682994e-40,0.998638042657985,0.385,0.13,8.93868988269191e-36,"11","PDE3B"
4.35108451096033e-40,1.02019184231532,0.316,0.095,1.07993917562035e-35,"11","NUDT16"
4.47386452171827e-40,1.62374549779272,0.27,0.076,1.11041317429048e-35,"11","PPIF"
4.88013132141243e-40,0.987193658860234,0.388,0.131,1.21124859397457e-35,"11","SDAD1"
1.13309520240856e-39,1.20530733083482,0.377,0.127,2.81234229237806e-35,"11","LRRFIP2"
1.23755330812713e-39,1.09691192154301,0.545,0.228,3.07160731077154e-35,"11","COLGALT1"
1.39837864195376e-39,1.05119755951635,0.62,0.297,3.47077578932922e-35,"11","ANXA7"
1.39930956464661e-39,1.1306528502857,0.406,0.142,3.47308633945288e-35,"11","SFXN3"
1.44203144873956e-39,1.03807418557876,0.543,0.231,3.57912205577158e-35,"11","NOP10"
1.48536521891718e-39,0.879272567632626,0.652,0.305,3.68667647335243e-35,"11","C3AR1"
2.07813092809509e-39,0.939401412129151,0.658,0.314,5.15792096353202e-35,"11","FMNL2"
2.91605247123136e-39,1.29975307914616,0.291,0.085,7.23764223359624e-35,"11","LUZP1"
3.67165143964445e-39,0.93568981380616,0.302,0.089,9.11303887319753e-35,"11","NT5DC1"
4.18945799722698e-39,1.16938015604269,0.313,0.096,1.03982347491174e-34,"11","MMP2"
4.41177027896737e-39,0.8839207252328,0.717,0.379,1.0950013832397e-34,"11","LOC102141176"
5.99024580934946e-39,0.979770966217026,0.719,0.391,1.48677900988054e-34,"11","ATP6AP1"
7.88722702334929e-39,1.1810600764364,0.305,0.093,1.95760974719529e-34,"11","SAT2"
1.96264496296009e-38,1.14540847803383,0.372,0.126,4.87128479806695e-34,"11","SH3BP2"
1.9751189809159e-38,1.17024455105194,0.406,0.147,4.90224531063326e-34,"11","TRIM14"
2.01871078390361e-38,0.886990106328386,0.709,0.368,5.01044016564876e-34,"11","ATPIF1"
2.65707011158109e-38,1.25326175016538,0.262,0.073,6.59484801694427e-34,"11","TMEM63A"
3.13599878623167e-38,0.983190635032873,0.393,0.137,7.783548987427e-34,"11","HSD17B4"
3.66323099971782e-38,0.8079784555971,0.449,0.169,9.09213934129963e-34,"11","MICAL1"
3.71185061488145e-38,0.898616472347576,0.615,0.283,9.21281322613575e-34,"11","ADRBK2"
3.71427115069088e-38,1.21202137139548,0.444,0.171,9.21882099601477e-34,"11","PFDN2"
3.89805707621003e-38,0.601979495273949,0.987,0.679,9.67497766315329e-34,"11","LOC102136862"
5.89365144064669e-38,1.01052713611865,0.281,0.08,1.46280428756851e-33,"11","KCNQ1"
5.93061370847478e-38,0.86333615069716,0.516,0.211,1.47197832244344e-33,"11","GRINA"
6.35359901387307e-38,1.06931845504746,0.5,0.209,1.5769632752433e-33,"11","PSMD3"
1.85601346383912e-37,1.0769051258473,0.484,0.197,4.60662541724869e-33,"11","LOC102142158"
2.02632782504243e-37,1.10805865987358,0.489,0.199,5.02934566175532e-33,"11","GYPC"
2.35621319192094e-37,0.96608891683786,0.489,0.196,5.84812114234778e-33,"11","TSPAN14"
2.42562871408411e-37,0.877264664746219,0.588,0.259,6.02041046835677e-33,"11","GGA2"
2.71529300830397e-37,0.957682631581124,0.578,0.256,6.73935724661046e-33,"11","TUBB6"
3.24134167202404e-37,0.999203034794135,0.316,0.099,8.04501002996366e-33,"11","BPHL"
3.4080656093121e-37,1.03339998527499,0.57,0.259,8.45881884231262e-33,"11","TRIM38"
4.24179608775964e-37,0.982573483062828,0.556,0.25,1.05281378898194e-32,"11","EXOC5"
4.46021480241787e-37,0.821926702195199,0.639,0.299,1.10702531396011e-32,"11","PTPN12"
4.8396984651581e-37,0.830160081653348,0.591,0.258,1.20121315905224e-32,"11","C1H1orf162"
5.02096983434792e-37,1.00336847720952,0.508,0.209,1.24620471288515e-32,"11","ATP6V1D"
7.26602592715686e-37,0.941119514002193,0.714,0.392,1.80342763512033e-32,"11","TPP1"
1.01764221020335e-36,0.944210950003175,0.687,0.357,2.52578796572472e-32,"11","LOC102128139"
1.06582609109518e-36,0.875680769327232,0.38,0.133,2.64538035809824e-32,"11","SLC25A46"
1.52740197478058e-36,0.841232294863683,0.663,0.316,3.7910117014054e-32,"11","LOC102126493"
1.63201974222781e-36,1.18098053895715,0.329,0.108,4.05067300020943e-32,"11","ALDH3B1"
1.73332533951625e-36,1.30811702710996,0.265,0.076,4.30211349267932e-32,"11","CASP9"
1.79499468697185e-36,1.04140157013311,0.334,0.111,4.45517681306414e-32,"11","ST6GALNAC4"
2.09742108997538e-36,0.754021550774408,0.5,0.201,5.20579914531888e-32,"11","HACD4"
2.27052301253325e-36,0.890843962349711,0.674,0.354,5.63543811710752e-32,"11","MYO5A"
2.29697535338271e-36,1.10218261142508,0.275,0.081,5.70109282709588e-32,"11","PCCA"
2.61303204750393e-36,1.05646674832539,0.42,0.16,6.48554554190476e-32,"11","SIRT2"
3.43994422726637e-36,0.975935191129546,0.521,0.22,8.53794157207514e-32,"11","LGALS8"
3.45098601928455e-36,0.872552454592512,0.652,0.319,8.56534729986425e-32,"11","AKAP9"
3.5084892043047e-36,0.522101394765437,1,0.954,8.70807020508426e-32,"11","TMSB4X"
3.9635637157593e-36,0.942073839686754,0.687,0.386,9.83756514251457e-32,"11","RNH1"
4.46674662287904e-36,0.921025412185412,0.43,0.164,1.10864651179858e-31,"11","ZFYVE16"
6.29960926672529e-36,0.852298911468984,0.751,0.427,1.56356302000122e-31,"11","LOC102136964"
9.88456985570608e-36,0.932686553019465,0.567,0.263,2.45335023818625e-31,"11","CD151"
1.12512624498357e-35,1.17517227409561,0.291,0.09,2.79256334004923e-31,"11","RCAN1"
1.37321825701818e-35,1.10854737613518,0.286,0.087,3.40832771391913e-31,"11","GSTO1"
1.40193995092652e-35,0.833909150733172,0.361,0.125,3.47961495819962e-31,"11","TEX2"
1.48816208439014e-35,0.441059542117667,0.834,0.473,3.69361829345632e-31,"11","G0S2"
2.34515733794514e-35,1.09391220044912,0.332,0.11,5.82068051277983e-31,"11","NAGLU"
2.39514777724661e-35,0.84176340940311,0.642,0.31,5.94475678312609e-31,"11","DHRS7"
2.47464252879188e-35,1.24202662741326,0.265,0.078,6.14206275646145e-31,"11","ARSA"
2.72218527960679e-35,0.876916404127691,0.818,0.531,6.75646386398406e-31,"11","PEBP1"
3.1879030671518e-35,1.31904927847479,0.262,0.076,7.91237541267077e-31,"11","POLD2"
3.70242041416835e-35,0.926601419563386,0.607,0.298,9.18940746796584e-31,"11","ITGAX"
4.26430081326733e-35,1.00293459822974,0.372,0.132,1.05839946185295e-30,"11","IRF5"
6.03579573904473e-35,0.887033386974732,0.289,0.089,1.4980845024309e-30,"11","TMED8"
6.33034386637649e-35,0.888912612663515,0.751,0.431,1.57119134763465e-30,"11","RNASEK"
7.59059560834572e-35,1.32920808314949,0.281,0.086,1.88398582999141e-30,"11","SUMF2"
7.92291655329582e-35,1.3978163551604,0.294,0.093,1.96646788852802e-30,"11","ADAMTSL4"
8.80230549818786e-35,1.21405925098681,0.257,0.074,2.18473222465023e-30,"11","PGM1"
1.04252548577218e-34,1.11615487509411,0.262,0.077,2.58754825568656e-30,"11","ERGIC1"
1.10619266526061e-34,0.886109963786808,0.668,0.333,2.74557019517685e-30,"11","SPI1"
1.16546423071874e-34,0.844538164243205,0.757,0.403,2.89268222064392e-30,"11","ERP29"
1.41594675527715e-34,0.806254715359173,0.69,0.351,3.51437984659787e-30,"11","PYCARD"
1.94863420591894e-34,0.990757293525196,0.61,0.302,4.83651009909081e-30,"11","ATP6V0D1"
