"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.17736368016119e-102,0.751607217916072,0.426,0.116,5.40421665416007e-98,"3","LIMK1"
2.17803266917184e-102,0.515288759545409,0.72,0.26,5.40587708488451e-98,"3","UBA1"
2.28373563841089e-102,0.502587614697958,0.466,0.134,5.66823185453584e-98,"3","KDSR"
2.43706482914323e-102,0.495586512634636,0.735,0.265,6.04879490593351e-98,"3","GNPTAB"
6.97848033756594e-102,0.684449857252378,0.347,0.083,1.73205881978387e-97,"3","STX6"
7.38386655713628e-102,0.496876875404435,0.607,0.2,1.83267567948122e-97,"3","ECH1"
9.58784172114019e-102,0.747750862221313,0.309,0.069,2.379702315187e-97,"3","MGAT4A"
1.09732237926286e-101,0.685177699331197,0.418,0.114,2.72355414533042e-97,"3","MCFD2"
1.1475116484013e-101,0.351396108872484,0.858,0.335,2.84812391133202e-97,"3","CD14"
1.15281988705779e-101,0.853609324592606,0.323,0.074,2.86129895967744e-97,"3","GGA1"
1.33405694671134e-101,0.607131703556486,0.692,0.247,3.31112934173755e-97,"3","LGALS3BP"
1.67083503050225e-101,0.476212099816699,0.559,0.175,4.14701254570658e-97,"3","STX12"
1.84269440735097e-101,0.593069874552973,0.432,0.119,4.57356751904512e-97,"3","PLOD3"
1.84578550974223e-101,1.06290620784332,0.272,0.055,4.58123963518022e-97,"3","MFSD11"
2.38146770767715e-101,0.434693418652983,0.512,0.154,5.91080285045468e-97,"3","KIAA1033"
2.44541003299163e-101,0.876106200598221,0.353,0.086,6.06950770188524e-97,"3","LOC102125467"
2.5549078900412e-101,0.621520083756896,0.927,0.42,6.34128138308225e-97,"3","PLXNC1"
2.55577383684467e-101,0.736131746200172,0.323,0.074,6.34343066304846e-97,"3","PTGES2"
3.76884686217957e-101,0.603816800156581,0.476,0.14,9.35427791192968e-97,"3","SMIM3"
3.9592176604707e-101,0.334371451328719,0.619,0.204,9.82677823328827e-97,"3","SP140L"
4.66693728986493e-101,0.438546591876776,0.578,0.184,1.15833383534448e-96,"3","CASP1"
6.70962594284e-101,0.478957264599639,0.439,0.122,1.66532915901289e-96,"3","LOC107128718"
6.99681997737151e-101,0.567880875037772,0.534,0.168,1.73661071838361e-96,"3","ILK"
9.34678141169054e-101,0.688921848097233,0.364,0.091,2.31987114638159e-96,"3","PACS2"
9.37482032576635e-101,0.943866209746616,0.258,0.05,2.32683040485521e-96,"3","MPP5"
1.11751977493884e-100,0.666692378669623,0.372,0.094,2.77368408139819e-96,"3","DHRS1"
1.32552014051245e-100,0.342999901631318,0.539,0.166,3.2899409887519e-96,"3","PHACTR1"
1.44504225288925e-100,0.457232799788049,0.628,0.212,3.58659487167111e-96,"3","NOP10"
1.72268908988848e-100,0.424459428134647,0.541,0.167,4.27571432110322e-96,"3","POR"
1.77318184407369e-100,0.495381629905985,0.438,0.122,4.40103733699091e-96,"3","C16H17orf62"
1.78070190598986e-100,0.479718588494223,0.576,0.186,4.41970213066683e-96,"3","ATP6V1C1"
1.83857157258463e-100,0.524150296793415,0.431,0.119,4.56333464315504e-96,"3","PCMT1"
2.08211144666386e-100,0.58689116622462,0.442,0.125,5.16780061061969e-96,"3","FAH"
2.75718801596951e-100,0.320254966959695,0.349,0.084,6.84334065563631e-96,"3","ATF5"
2.94556187837487e-100,0.543524775074485,0.695,0.247,7.31088458212643e-96,"3","GSTK1"
3.00900660069172e-100,0.444715727521498,0.668,0.231,7.46835438291684e-96,"3","KDELR1"
3.91682102161106e-100,0.856412831736054,0.27,0.055,9.72154977563865e-96,"3","DAG1"
4.28277733533456e-100,1.1177871796845,0.282,0.06,1.06298533463004e-95,"3","TNFAIP8L2"
4.30084639966273e-100,0.492318751473816,0.586,0.193,1.06747007639629e-95,"3","KCTD20"
4.32018128891734e-100,0.434316878291395,0.566,0.182,1.07226899590928e-95,"3","ADIPOR1"
5.68083718593187e-100,0.479565978648048,0.67,0.234,1.40998378954829e-95,"3","LAPTM4A"
5.91003333154632e-100,0.508553208854308,0.747,0.276,1.4668702728898e-95,"3","DRAM1"
7.67733848009963e-100,0.928022981138591,0.282,0.059,1.90551541076073e-95,"3","P2RX7"
7.83608231741756e-100,0.446964206081027,0.676,0.236,1.94491563118304e-95,"3","TTC37"
1.12780196229973e-99,0.771894073979429,0.316,0.072,2.79920447042793e-95,"3","SPATA6"
1.22298665853979e-99,0.491147851411567,0.432,0.12,3.03545288649577e-95,"3","MORF4L2"
1.22907945991841e-99,0.904183372440799,0.293,0.063,3.0505752195175e-95,"3","NINJ2"
1.29327406667214e-99,0.502523317948202,0.45,0.128,3.20990623348024e-95,"3","RIT1"
1.36454864978726e-99,0.590053657563949,0.42,0.116,3.38680974877199e-95,"3","SNAPIN"
2.09165040493818e-99,0.527903778524377,0.731,0.268,5.19147630505657e-95,"3","PSMD1"
2.45242473275331e-99,0.674665132910262,0.982,0.49,6.08691818669372e-95,"3","MPEG1"
5.56758811632229e-99,0.544234281584015,0.893,0.369,1.38187537047119e-94,"3","CD86"
6.18861135527066e-99,0.641352645572028,0.439,0.126,1.53601333837818e-94,"3","ADPGK"
6.70842733366886e-99,0.460267536186422,0.577,0.189,1.66503166421661e-94,"3","FAM134A"
7.50745118671446e-99,0.560725672566491,0.658,0.231,1.86334938454253e-94,"3","DAP"
7.76663966343025e-99,0.518231919482493,0.372,0.094,1.92767996446339e-94,"3","CCDC93"
8.72975983906543e-99,0.212757550471412,0.732,0.262,2.16672639205604e-94,"3","SLC43A3"
1.08393283517413e-98,0.73508400525037,0.353,0.087,2.6903212969022e-94,"3","BHLHE41"
1.16328666918449e-98,0.490072555010562,0.459,0.133,2.8872775129159e-94,"3","YKT6"
1.195175328195e-98,0.453282201303987,0.686,0.242,2.96642516457999e-94,"3","MAPKAPK3"
1.46119325326285e-98,0.614027341217418,0.414,0.113,3.6266816545984e-94,"3","YIPF1"
1.47902919056696e-98,0.735781129010677,0.353,0.088,3.67095045098721e-94,"3","GCNT1"
1.7204687049588e-98,0.527479910597576,0.445,0.127,4.27020332570773e-94,"3","LOC102128998"
2.00983125107705e-98,0.736735319714769,0.347,0.085,4.98840116517323e-94,"3","RNFT1"
2.31757979226193e-98,0.445719195810023,0.493,0.149,5.75223304439411e-94,"3","WSB2"
2.42822435663903e-98,0.715664576964131,0.374,0.097,6.02685285317806e-94,"3","LPCAT3"
3.5760092083443e-98,0.410516952447985,0.615,0.207,8.87565485511055e-94,"3","SNAP23"
3.90221685087431e-98,0.60615230569568,0.324,0.076,9.68530222387003e-94,"3","RASA1"
4.10299098192943e-98,0.638622511011248,0.369,0.094,1.01836236171489e-93,"3","CNTLN"
4.65380545140204e-98,0.579701470793936,0.396,0.106,1.15507451303799e-93,"3","SNX27"
4.79855990350336e-98,0.541864454834999,0.5,0.152,1.19100256804953e-93,"3","LOC102143239"
5.15215114219522e-98,0.329032203442959,0.423,0.116,1.27876391349285e-93,"3","CD177"
5.32980846304258e-98,0.584412261585328,0.386,0.102,1.32285846052717e-93,"3","ITGA5"
9.11060699410712e-98,0.724086608278329,0.907,0.422,2.26125265593739e-93,"3","LOC102143777"
1.03809183885995e-97,0.468007864528829,0.522,0.163,2.5765439440504e-93,"3","ACAA1"
1.21254836200649e-97,0.653551672109535,1,0.856,3.0095450345001e-93,"3","VIM"
1.24656717346451e-97,0.853206887998857,0.338,0.082,3.09397972453891e-93,"3","SAMD4A"
1.49671163888289e-97,0.607738606836115,0.449,0.13,3.71483828770734e-93,"3","ATP6V1H"
1.84172456804158e-97,0.180186537270254,0.609,0.198,4.5711603778792e-93,"3","TLR2"
1.90071552686959e-97,0.838842823980658,0.316,0.074,4.71757593769033e-93,"3","FAM104B"
2.0435308274719e-97,0.634998773863157,0.407,0.111,5.07204351378525e-93,"3","SCIMP"
2.28772310667319e-97,0.605037463670479,0.459,0.134,5.67812875076285e-93,"3","NQO2"
2.55919988262167e-97,0.989334937398517,0.253,0.05,6.35193410866698e-93,"3","CXXC5"
3.07919153999834e-97,0.388891691739619,0.482,0.145,7.64255340227587e-93,"3","MESDC2"
3.56891668486238e-97,0.777815500691265,0.288,0.062,8.85805121182842e-93,"3","NICN1"
3.99810537227286e-97,0.699284818583828,0.28,0.059,9.92329753398125e-93,"3","MOCS2"
4.20895050736767e-97,0.385055729283453,0.481,0.142,1.04466151592866e-92,"3","IKBIP"
4.48987264324933e-97,0.812752370452255,0.308,0.07,1.11438639005448e-92,"3","TTC7B"
4.93105088098052e-97,0.521640432549514,0.539,0.171,1.22388682865936e-92,"3","DNPEP"
5.17082132763576e-97,0.467244322670006,0.485,0.146,1.2833978535192e-92,"3","RAB18"
1.14256685049484e-96,0.71417129909947,0.408,0.114,2.83585092292818e-92,"3","ATP2C1"
1.17355389725847e-96,0.464577246705934,0.696,0.25,2.91276077299552e-92,"3","BSG"
1.23246769975955e-96,0.499431358688092,0.43,0.122,3.05898483080319e-92,"3","PGGT1B"
1.57075874623178e-96,0.448987352587857,0.515,0.16,3.89862320814729e-92,"3","TP53INP2"
1.79985322081483e-96,0.67222422969036,0.301,0.068,4.46723569406241e-92,"3","YPEL2"
2.15164262894266e-96,0.762178437833531,0.346,0.087,5.34037700503568e-92,"3","COPS7A"
2.19751946567248e-96,0.563904547323784,0.832,0.341,5.4542433137991e-92,"3","ATP6AP2"
2.42377968653628e-96,0.398176251079239,0.623,0.212,6.01582118198305e-92,"3","GNAI3"
2.70467164900158e-96,0.502502316971995,0.458,0.135,6.71299503282191e-92,"3","BCKDK"
2.75290549206386e-96,0.394943065031799,0.52,0.163,6.83271143130251e-92,"3","PARP12"
3.11877055052133e-96,0.419063701872058,0.674,0.24,7.74078850639393e-92,"3","CALU"
3.17093500513729e-96,0.39951021015699,0.422,0.117,7.87026068275075e-92,"3","CD300A"
4.03757312614545e-96,0.530535637344937,0.681,0.246,1.0021256499093e-91,"3","ABHD16A"
4.64786058569028e-96,0.597179331773843,0.881,0.368,1.15359899736833e-91,"3","NCKAP1L"
4.83996082019305e-96,0.636209424687722,0.408,0.112,1.20127827557192e-91,"3","FAM213A"
4.90972917774175e-96,0.454526435727464,0.4,0.108,1.2185947819155e-91,"3","SLC12A9"
5.33036484535962e-96,0.731502923191121,0.259,0.053,1.32299655461826e-91,"3","LOC102136751"
5.52022547015396e-96,0.546710958484248,0.43,0.123,1.37011996169221e-91,"3","REPIN1"
6.68656681520392e-96,0.735940811941192,0.98,0.621,1.65960588353361e-91,"3","APOL2"
1.06881652373869e-95,0.707267390119168,0.846,0.365,2.65280261191942e-91,"3","CLTA"
1.17983308712844e-95,0.520231473540216,0.364,0.093,2.92834572225279e-91,"3","SMPD2"
1.23895021841111e-95,0.419834289423188,0.48,0.144,3.07507444209636e-91,"3","PNPLA6"
1.29728214900145e-95,0.438580760495837,0.597,0.201,3.21985429382161e-91,"3","NDUFS3"
1.31150621331601e-95,0.62401882625439,0.999,0.618,3.25515842145034e-91,"3","CTSH"
1.46693654990488e-95,0.626447002912256,0.918,0.416,3.6409365168639e-91,"3","RNF13"
1.50290946434447e-95,0.550855596215121,0.391,0.105,3.73022129050298e-91,"3","HDDC2"
1.70483243110013e-95,0.49382833073125,0.551,0.18,4.23139409399052e-91,"3","KDELR2"
1.72566279470007e-95,0.803244819417895,0.314,0.074,4.28309505644558e-91,"3","FIG4"
1.98181007576671e-95,0.408603126529503,0.723,0.265,4.91885260805297e-91,"3","BCAP31"
2.32742419150454e-95,0.39540121803696,0.626,0.214,5.77666684331426e-91,"3","LMO2"
2.64212513927501e-95,0.658851395787386,0.327,0.079,6.55775459568056e-91,"3","RREB1"
2.67638026333041e-95,0.391901805905319,0.562,0.183,6.64277581358608e-91,"3","PIGS"
3.03948297661045e-95,0.655768232502251,0.895,0.385,7.54399674794713e-91,"3","GNG10"
4.24126422611426e-95,0.670043239313538,0.316,0.075,1.05268178092156e-90,"3","EVI5"
6.19827617098361e-95,0.40042905728719,0.627,0.215,1.53841214563813e-90,"3","RASGEF1B"
7.97380423295047e-95,0.441932861856988,0.734,0.276,1.97909821061831e-90,"3","SELPLG"
8.01165427505514e-95,0.836566788022631,0.286,0.063,1.98849259106869e-90,"3","IGSF8"
8.25552425206986e-95,0.758840137752297,0.408,0.115,2.04902111936374e-90,"3","TOMM5"
1.24335765799679e-94,0.835331839470457,0.312,0.074,3.08601370714803e-90,"3","ISCA2"
1.29894575164178e-94,0.759971447553895,0.327,0.08,3.2239833555749e-90,"3","GANC"
1.60427506080844e-94,0.458324158643385,0.799,0.309,3.98181070092656e-90,"3","ITGA6"
1.77324160161572e-94,0.358524971916034,0.574,0.19,4.40118565521023e-90,"3","EHD4"
1.89656094586784e-94,0.445480323580443,0.508,0.159,4.70726426764398e-90,"3","ARAP1"
1.92533671259035e-94,0.647079190627786,0.839,0.353,4.77868572064924e-90,"3","GIMAP4"
2.80015499401527e-94,0.488797163863563,0.691,0.254,6.94998469514591e-90,"3","MEF2A"
3.41794780187862e-94,0.62545838789551,0.843,0.356,8.48334644426273e-90,"3","DBI"
3.52827019676267e-94,0.420391651721653,0.596,0.202,8.75716662836496e-90,"3","LOC107126439"
3.61943368152878e-94,0.447624193653674,0.759,0.295,8.98343439755444e-90,"3","ATP2B1"
3.65788248020084e-94,0.504811523519674,0.745,0.28,9.07886431585849e-90,"3","CAT"
3.68618315535703e-94,0.841685261119439,0.319,0.077,9.14910659159614e-90,"3","GSTO1"
4.11406488681497e-94,0.623269951955388,0.376,0.101,1.02111090490748e-89,"3","SEPN1"
4.23650314417097e-94,0.383213560229019,0.562,0.185,1.05150008038324e-89,"3","FAM210B"
4.38142925630022e-94,0.559652278351461,0.432,0.125,1.08747074141371e-89,"3","GYG1"
4.94827399335985e-94,0.191857537452603,0.489,0.149,1.22816160515191e-89,"3","LOC101867320"
5.02716123834078e-94,0.556800203526645,0.301,0.069,1.24774141935618e-89,"3","SYNJ1"
5.52331904507093e-94,0.593610490636161,0.368,0.096,1.3708877869866e-89,"3","SPIN1"
6.90306689066128e-94,0.536435131992243,0.505,0.159,1.71334120226213e-89,"3","SPATS2L"
8.32698207585085e-94,0.459191861016651,0.292,0.065,2.06675695122618e-89,"3","ATP8A1"
1.36311002778233e-93,0.407746132094316,0.558,0.184,3.38323908895574e-89,"3","TMEM165"
1.66546280464979e-93,0.589766424504679,0.293,0.066,4.13367868114079e-89,"3","ARSB"
1.66975424700181e-93,0.34133019385007,0.488,0.149,4.1443300410585e-89,"3","DHX29"
1.73021406181246e-93,0.392231716151003,0.474,0.143,4.29439130141852e-89,"3","ORMDL2"
1.77327267382313e-93,0.467887352071522,0.627,0.22,4.40126277642901e-89,"3","LAGE3"
2.22255190700047e-93,0.531162441593876,0.403,0.113,5.51637383317516e-89,"3","FAM8A1"
2.2971358010276e-93,0.604652686344312,0.338,0.084,5.70149105815051e-89,"3","STAC3"
2.51150767838573e-93,0.474449343778864,0.604,0.209,6.23356205775338e-89,"3","DBNL"
2.91230574897363e-93,0.510841617471485,0.795,0.312,7.22834286895254e-89,"3","CNPY3"
3.1088759845449e-93,0.893557109167021,0.3,0.07,7.71623019364045e-89,"3","WDR41"
3.19415579146117e-93,0.647968238925889,0.899,0.408,7.92789467440663e-89,"3","ATP6V0B"
3.30257887557071e-93,0.924997095478677,0.266,0.056,8.19700076916651e-89,"3","SIGLEC9"
3.43467499485702e-93,0.702828173395516,0.297,0.068,8.52486333723513e-89,"3","C4H6orf1"
4.11605053207661e-93,0.561529381371582,0.278,0.06,1.02160374206141e-88,"3","MTM1"
4.14633158119835e-93,0.718305189224277,0.293,0.067,1.02911949845343e-88,"3","LACC1"
4.6383263516893e-93,0.69932624562388,0.292,0.066,1.15123260048928e-88,"3","MANEA"
5.29870934773953e-93,0.687327990783578,0.373,0.1,1.31513966010895e-88,"3","DECR1"
5.53423040968467e-93,0.336633648599384,0.486,0.148,1.37359598768373e-88,"3","TRAPPC2L"
6.50798609435971e-93,0.336703999216814,0.731,0.268,1.61528214862008e-88,"3","ITCH"
7.43585321800087e-93,0.618134345781409,0.997,0.704,1.84557876870782e-88,"3","CTSS"
8.53422395700293e-93,0.67511260344372,0.314,0.075,2.11819438612813e-88,"3","DTD1"
8.81222067171061e-93,0.969714405319634,0.262,0.055,2.18719317071857e-88,"3","C2CD2L"
1.02074386539108e-92,0.459003104135447,0.474,0.144,2.53348627390067e-88,"3","SEPT8"
1.38881360340597e-92,0.567947452320446,0.364,0.096,3.44703536365362e-88,"3","TRAPPC12"
1.47730678301583e-92,0.615980420320214,0.307,0.072,3.66667543544529e-88,"3","ANO10"
1.50320207178611e-92,0.568670711830905,0.326,0.079,3.73094754217312e-88,"3","TFEB"
1.71617216607264e-92,0.86200228038732,0.286,0.065,4.2595393161923e-88,"3","BLNK"
1.7940818641931e-92,0.75816207247939,0.397,0.112,4.45291118692726e-88,"3","TOMM40"
2.35632747698516e-92,0.378543261955681,0.562,0.187,5.84840479787716e-88,"3","AP2B1"
2.99006224564709e-92,0.678675622342038,0.377,0.102,7.42133449369608e-88,"3","PBX3"
3.27475765471074e-92,0.7276039982395,0.293,0.067,8.12794849899206e-88,"3","GOSR2"
3.37403789608715e-92,0.402969916389421,0.37,0.098,8.37436205808831e-88,"3","FMNL3"
3.44940114111409e-92,0.600401649134424,0.345,0.088,8.56141363224516e-88,"3","OVCA2"
4.46142447969051e-92,0.489779408747617,0.739,0.284,1.10732555585918e-87,"3","MAGT1"
4.93417341733221e-92,0.471433847127239,0.507,0.161,1.22466184218185e-87,"3","CUEDC2"
5.08847584212931e-92,0.448412611171847,0.562,0.188,1.2629597040165e-87,"3","ANAPC11"
6.29940072158306e-92,0.309634318174203,0.424,0.121,1.56351125909692e-87,"3","TM6SF1"
7.84895116811164e-92,0.369870547803632,0.734,0.273,1.94810967992531e-87,"3","ARL6IP4"
1.29332985745952e-91,0.981742847546671,0.258,0.054,3.21004470621454e-87,"3","UNC13B"
1.98745162344517e-91,0.385316065622212,0.67,0.242,4.93285492939092e-87,"3","QSOX1"
2.05191316746976e-91,0.32835461756655,0.519,0.166,5.09284848165995e-87,"3","USP22"
2.10331837829664e-91,0.342620818622636,0.501,0.157,5.22043621493226e-87,"3","SEC24D"
2.85351379594154e-91,0.320534890244037,0.584,0.196,7.08242124152689e-87,"3","PPM1M"
3.49376302959165e-91,0.662637432517858,0.304,0.072,8.67151983944647e-87,"3","HAAO"
5.38360577545063e-91,0.630378276402156,0.35,0.091,1.33621095346685e-86,"3","FECH"
5.49444702867991e-91,0.59627723762034,0.314,0.076,1.36372175251835e-86,"3","EXT2"
5.84221292391183e-91,0.419764126028768,0.662,0.237,1.45003724771492e-86,"3","C19H19orf70"
7.13639046404087e-91,0.322582330669739,0.42,0.121,1.77125211317494e-86,"3","PDXDC1"
7.3273264640216e-91,0.443601149121148,0.493,0.156,1.81864242837016e-86,"3","GSTM5"
7.54583562755906e-91,0.46535128088656,0.4,0.112,1.87287640276016e-86,"3","NKIRAS2"
1.00052067299666e-90,0.486372698229977,0.423,0.124,2.4832923103777e-86,"3","YIF1A"
1.03557063440378e-90,0.440593627357127,0.674,0.247,2.57028631459018e-86,"3","AIDA"
1.19174814398813e-90,0.373032152376896,0.473,0.145,2.95791889337853e-86,"3","UBP1"
1.35282289895538e-90,0.951838295428381,0.265,0.057,3.35770643520726e-86,"3","ETHE1"
2.66444843366711e-90,0.377244500032808,0.442,0.131,6.61316101236177e-86,"3","CIITA"
3.23404045828436e-90,0.377216437431576,0.522,0.169,8.02688841746178e-86,"3","CRK"
3.26602527787529e-90,0.544551658991806,0.343,0.089,8.10627473968648e-86,"3","HTRA2"
3.37830161127951e-90,0.620354250750835,0.892,0.407,8.38494459919574e-86,"3","RNASEK"
3.62166044496048e-90,0.492493160108868,0.366,0.098,8.9889612243919e-86,"3","SNX13"
3.95940698773125e-90,0.348982505862648,0.451,0.136,9.82724814354897e-86,"3","TCF12"
4.58923204042261e-90,0.614827597925709,0.412,0.119,1.13904739243289e-85,"3","CISD2"
5.98209775752464e-90,1.10960777603682,0.278,0.063,1.48475666341761e-85,"3","AXL"
7.28292144072685e-90,0.416379069577838,0.795,0.309,1.8076211015884e-85,"3","CARD16"
1.01093976205171e-89,0.583412484549307,0.882,0.377,2.50915248941236e-85,"3","PPT1"
1.05882353435552e-89,0.615175357964617,0.261,0.056,2.62800001227041e-85,"3","LRRC8B"
1.13249507356447e-89,0.495065220198352,0.466,0.145,2.81085277258702e-85,"3","TMED7"
1.14581614870021e-89,0.479822087388824,0.623,0.222,2.84391568107391e-85,"3","CNIH4"
1.28553624617559e-89,0.530950557747646,0.351,0.092,3.19070096300782e-85,"3","ZDHHC24"
1.77693891672073e-89,0.590447767484682,0.327,0.082,4.41036239130085e-85,"3","RTCA"
1.78802794532705e-89,0.454795145972065,0.428,0.126,4.43788536030175e-85,"3","ADAM17"
2.50602287085989e-89,0.492036699539195,0.415,0.121,6.21994876547424e-85,"3","MFSD14B"
2.57324273244873e-89,0.419166998082658,0.486,0.153,6.38678846193775e-85,"3","EIF4EBP1"
3.52583558960613e-89,0.340025893148302,0.597,0.208,8.75112393340242e-85,"3","APH1A"
4.03851033218225e-89,0.698421711378826,0.372,0.102,1.00235826444763e-84,"3","BAIAP2"
4.11743467035223e-89,0.411652255077039,0.808,0.318,1.02194728518142e-84,"3","ALDH3A2"
4.15157314163615e-89,0.38251660574643,0.482,0.151,1.03042045375409e-84,"3","COPRS"
4.27407109137543e-89,0.44424575231187,0.458,0.14,1.06082444487938e-84,"3","ANAPC13"
5.31673091871335e-89,0.380300317422524,0.693,0.257,1.31961261402465e-84,"3","DPYSL2"
5.34697434444707e-89,0.23240679102898,0.55,0.182,1.32711903229176e-84,"3","IBTK"
5.74884673681976e-89,0.316329383268412,0.592,0.205,1.42686376007866e-84,"3","EMC7"
6.34755562904418e-89,0.418681118949254,0.441,0.132,1.57546330712877e-84,"3","DCTN1"
6.88555958567409e-89,0.888117431885576,0.261,0.057,1.70899588916431e-84,"3","SCFD2"
8.12809933812289e-89,0.633770423998869,0.357,0.096,2.0173942557221e-84,"3","TMEM33"
8.6905155279802e-89,0.573537907878521,0.338,0.087,2.15698595404469e-84,"3","KATNBL1"
1.10810258287451e-88,0.418006648080331,0.808,0.332,2.75031061069454e-84,"3","MLEC"
1.66929411203769e-88,0.614289251268421,0.392,0.112,4.14318798607754e-84,"3","VPS25"
1.84874174670998e-88,0.427737445727515,0.651,0.242,4.58857701533417e-84,"3","NEURL3"
1.94567243028394e-88,0.718242318295994,0.989,0.653,4.82915897196473e-84,"3","CD81"
2.00712132401045e-88,0.476277831217637,0.393,0.111,4.98167512619394e-84,"3","ECI1"
2.08369125530272e-88,0.323743038608131,0.562,0.19,5.17172169566135e-84,"3","SOD1"
2.37395599623054e-88,0.416150624123538,0.757,0.293,5.89215878264419e-84,"3","SCAMP2"
2.8236337198527e-88,0.409525340886198,0.681,0.252,7.00825889267439e-84,"3","NDUFA13"
3.19283173109881e-88,0.624461767233291,0.326,0.083,7.92460835658726e-84,"3","MRPL2"
3.86076522180591e-88,0.493962791600171,0.378,0.105,9.58241928052227e-84,"3","VPS8"
3.87185377780839e-88,0.415546439013308,0.408,0.118,9.60994107652043e-84,"3","YIPF3"
3.95215242873748e-88,0.472378894668848,0.555,0.19,9.80924232812642e-84,"3","GLA"
4.48277130416098e-88,0.364450905720237,0.57,0.194,1.11262383769276e-83,"3","LSM10"
4.77478961251129e-88,0.599787960494495,0.354,0.095,1.1851027818253e-83,"3","MGAT4B"
4.8272093512941e-88,0.307735499801358,0.636,0.227,1.1981133609912e-83,"3","EAF1"
4.88389357034975e-88,0.442936676296018,0.491,0.156,1.21218238416081e-83,"3","UBAC2"
5.22770327941591e-88,0.404511800120069,0.364,0.098,1.29751595395103e-83,"3","HSD17B12"
6.20931618129117e-88,0.463190276410228,0.819,0.327,1.54115227619647e-83,"3","PYCARD"
6.30881359103404e-88,0.454093245811888,0.459,0.142,1.56584753329465e-83,"3","DNAJB12"
6.79076659895966e-88,0.693394300760498,0.303,0.073,1.68546826986179e-83,"3","FAHD1"
8.61663182374032e-88,0.542737929681106,0.347,0.092,2.13864801865235e-83,"3","IMPA2"
9.95252119788548e-88,0.347750455863674,0.426,0.126,2.47021576131518e-83,"3","DLST"
1.00139366116078e-87,0.389220886561228,0.462,0.142,2.48545906700106e-83,"3","RARS"
1.04939460776332e-87,0.264923039869399,0.615,0.215,2.60459741646856e-83,"3","BST2"
1.12743453055125e-87,0.364412120240424,0.376,0.103,2.7982925048282e-83,"3","FGD4"
1.39954095020685e-87,0.660961859813716,0.336,0.088,3.47366063841341e-83,"3","MRPS28"
1.51043866706116e-87,0.186179942999718,0.936,0.404,3.74890877164579e-83,"3","CPVL"
1.62085227607608e-87,0.433732919312197,0.486,0.155,4.02295534922083e-83,"3","PPDPF"
2.19996057160452e-87,0.302261312524258,0.438,0.131,5.46030213872242e-83,"3","VPS39"
4.10174553739007e-87,0.485753033256035,0.328,0.084,1.01805324238022e-82,"3","CREB3L2"
4.16004308240422e-87,0.379981128417687,0.678,0.254,1.03252269305273e-82,"3","CAPZA2"
4.16085500684951e-87,0.471056200120118,0.749,0.301,1.03272421270005e-82,"3","TXN"
5.20507753723247e-87,0.803926190196582,0.274,0.063,1.2919002447411e-82,"3","ADCK2"
5.55213588048703e-87,0.292420875234,0.658,0.239,1.37804012553688e-82,"3","NDFIP1"
6.1420918148073e-87,0.434409630549761,0.703,0.268,1.52446718843517e-82,"3","PDIA4"
1.0069374280336e-86,0.557572107377748,0.32,0.081,2.4992186963794e-82,"3","FER"
1.01585785016147e-86,0.322503908812034,0.766,0.295,2.52135918410076e-82,"3","LOC102126493"
1.10077360460809e-86,0.5918725696322,0.311,0.077,2.73212008663728e-82,"3","RAB12"
1.10955923869131e-86,0.755494280596128,0.301,0.074,2.75392603043183e-82,"3","S100A2"
1.11539782815665e-86,0.364066580774905,0.608,0.215,2.76841740948482e-82,"3","VDAC1"
1.17065039100312e-86,0.496258135010894,0.819,0.334,2.90555427046974e-82,"3","ZEB2"
1.18845617779748e-86,0.60479293632996,0.999,0.666,2.94974823329336e-82,"3","LOC102136862"
1.37952396484051e-86,0.380805451358274,0.407,0.117,3.42397848073416e-82,"3","ADAP1"
1.89598730829152e-86,0.489058125537625,0.401,0.116,4.70584049917956e-82,"3","PPCS"
1.93999202602733e-86,0.449217528497635,0.739,0.294,4.81506020859984e-82,"3","RAB14"
2.26173244165577e-86,0.466962173828953,0.68,0.257,5.61361992018962e-82,"3","ATP2A2"
2.45839530594749e-86,0.339835519956775,0.666,0.245,6.10173714936167e-82,"3","NDUFA2"
2.85723680338279e-86,0.380395507264077,0.493,0.159,7.09166174599608e-82,"3","RAP1GDS1"
2.98346319813188e-86,0.328191781763698,0.622,0.22,7.40495565776333e-82,"3","VAPA"
3.19659408561e-86,0.667612767173456,0.964,0.544,7.93394652048402e-82,"3","ATP6V0C"
3.37608099616418e-86,0.405752757209743,0.473,0.15,8.3794330324795e-82,"3","MFN2"
3.49413308101227e-86,0.778667466532674,0.273,0.062,8.67243830707247e-82,"3","AGAP3"
4.18433888863178e-86,0.292020904662822,0.534,0.177,1.03855291215841e-81,"3","USP4"
4.71367513750461e-86,0.326625604096462,0.416,0.123,1.16993416912864e-81,"3","NTAN1"
9.7214816247102e-86,0.37371214424535,0.504,0.165,2.41287173925307e-81,"3","BABAM1"
1.01673196778719e-85,0.368954830108788,0.434,0.132,2.52352874404781e-81,"3","LOC102134040"
1.50630705972505e-85,0.399292762908816,0.458,0.143,3.73865412223757e-81,"3","NDUFA12"
1.57436866601257e-85,0.465625321569601,0.77,0.308,3.90758302904319e-81,"3","HADHA"
1.61351828758569e-85,0.36938499103837,0.628,0.225,4.00475238978767e-81,"3","ATP6V1E1"
